T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
501.19107,0.01298,,501.56247,0.00986,,500.97226,0.00877,,500.86948,0.00929
501.52869,0.01305,,501.90393,0.00986,,501.30536,0.00879,,501.21649,0.00927
501.867,0.01304,,502.24155,0.00982,,501.64435,0.00872,,501.55167,0.00922
502.20636,0.01296,,502.58612,0.00974,,501.97815,0.00883,,501.89557,0.00925
502.53802,0.0129,,502.92584,0.00974,,502.3046,0.0088,,502.23389,0.00916
502.89484,0.01278,,503.26172,0.0097,,502.62445,0.0088,,502.57465,0.00914
503.22198,0.0129,,503.60004,0.00977,,502.96729,0.00875,,502.92096,0.00908
503.55124,0.01283,,503.92474,0.00978,,503.31955,0.00872,,503.25858,0.0091
503.90524,0.0129,,504.26132,0.00972,,503.65436,0.00869,,503.60803,0.00903
504.22751,0.01288,,504.60205,0.00977,,503.98572,0.0087,,503.92682,0.00899
504.57001,0.01285,,504.94177,0.00972,,504.32089,0.00872,,504.26724,0.00896
504.91946,0.0128,,505.27136,0.00962,,504.64282,0.00871,,504.59406,0.00894
505.24106,0.01279,,505.60342,0.00961,,504.98184,0.00875,,504.95117,0.00885
505.59052,0.01273,,505.94452,0.00963,,505.32782,0.00871,,505.27625,0.00879
505.93475,0.01276,,506.2804,0.00965,,505.64523,0.00867,,505.60342,0.00877
506.27411,0.01272,,506.61835,0.00966,,505.99747,0.00865,,505.94626,0.00875
506.61172,0.01267,,506.94168,0.00962,,506.33823,0.00865,,506.27274,0.00875
506.94553,0.01277,,507.27686,0.00957,,506.68594,0.00868,,506.59885,0.00875
507.26572,0.01265,,507.61798,0.00962,,507.0145,0.00856,,506.93854,0.00874
507.61099,0.01263,,507.94757,0.00965,,507.34412,0.00863,,507.25702,0.0087
507.95105,0.01264,,508.28378,0.00965,,507.67859,0.00856,,507.58694,0.00862
508.29181,0.01262,,508.61548,0.00963,,508.01517,0.0086,,507.92981,0.00866
508.612,0.01258,,508.9552,0.00965,,508.3486,0.00861,,508.26288,0.00857
508.95483,0.01263,,509.27991,0.00961,,508.67471,0.0086,,508.60083,0.00856
509.29315,0.01263,,509.61615,0.00962,,509.00674,0.00861,,508.92419,0.00853
509.63391,0.01251,,509.9447,0.00958,,509.32697,0.0086,,509.25552,0.00853
509.97223,0.01258,,510.27777,0.00957,,509.65341,0.00855,,509.59521,0.0086
510.29694,0.01252,,510.61087,0.00961,,510.00427,0.00853,,509.94434,0.00861
510.64432,0.01245,,510.94394,0.00955,,510.33911,0.00851,,510.28058,0.00855
510.96661,0.01248,,511.27182,0.00955,,510.66556,0.00852,,510.60736,0.00852
511.29968,0.01245,,511.60352,0.00952,,511.00354,0.00858,,510.98856,0.00854
511.63904,0.01242,,511.92511,0.0095,,511.34778,0.00861,,511.2948,0.00853
511.97491,0.0124,,512.2533,0.00955,,511.68921,0.00864,,511.62161,0.00851
512.31464,0.01237,,512.59473,0.00946,,512.03308,0.00867,,511.95123,0.00852
512.62506,0.01231,,512.92468,0.00942,,512.3714,0.00864,,512.27802,0.00848
512.96478,0.01231,,513.25916,0.00943,,512.69647,0.00855,,512.60449,0.00848
513.29016,0.01232,,513.61493,0.00937,,513.03552,0.00859,,512.93097,0.00848
513.62122,0.01227,,513.94452,0.0093,,513.36578,0.0085,,513.25952,0.00845
513.96228,0.01229,,514.27618,0.00926,,513.70972,0.00855,,513.59259,0.00839
514.29712,0.01232,,514.60303,0.00926,,514.04138,0.00853,,513.92847,0.0084
514.63019,0.01224,,514.9375,0.00925,,514.37622,0.00858,,514.2616,0.0083
514.96991,0.01225,,515.27374,0.00928,,514.69116,0.00855,,514.60754,0.00831
515.31726,0.01219,,515.61377,0.00923,,515.02112,0.00847,,514.95074,0.00822
515.64758,0.0122,,515.94824,0.00928,,515.37372,0.00853,,515.28833,0.00825
515.96082,0.01212,,516.289,0.00929,,515.71027,0.00848,,515.6347,0.00816
516.31165,0.01222,,516.62872,0.0093,,516.06396,0.00849,,515.97754,0.0081
516.65137,0.01214,,516.97333,0.00929,,516.40363,0.00847,,516.31372,0.0081
516.98096,0.01219,,517.29211,0.00935,,516.73987,0.00837,,516.67224,0.00803
517.33081,0.01211,,517.62207,0.00931,,517.07819,0.00836,,516.99109,0.00803
517.65411,0.01211,,517.96313,0.00932,,517.40149,0.00827,,517.32593,0.00807
517.9931,0.01212,,518.29102,0.00928,,517.73566,0.00834,,517.66211,0.0081
518.32794,0.01218,,518.62061,0.00929,,518.05481,0.00832,,518.0144,0.00807
518.6499,0.01215,,518.95544,0.00925,,518.38751,0.0083,,518.35895,0.00799
518.98749,0.01216,,519.29028,0.00926,,518.72546,0.00822,,518.69482,0.00801
519.32898,0.01216,,519.62195,0.00933,,519.05371,0.00835,,519.03625,0.00793
519.65717,0.01216,,519.9502,0.00927,,519.37878,0.00828,,519.35822,0.00795
519.98535,0.01206,,520.27179,0.00928,,519.73138,0.00824,,519.68921,0.00794
520.32471,0.01203,,520.60693,0.00928,,520.07104,0.00833,,520.0094,0.0079
520.65814,0.01202,,520.93304,0.00937,,520.40558,0.00835,,520.36511,0.00788
520.98499,0.01202,,521.27313,0.00942,,520.74841,0.00836,,520.68396,0.00791
521.32257,0.01206,,521.60236,0.00939,,521.05432,0.00841,,521.0282,0.00794
521.6449,0.01202,,521.93268,0.00937,,521.38354,0.00834,,521.35779,0.00786
521.9696,0.01202,,522.26086,0.00939,,521.72467,0.0084,,521.70691,0.00792
522.30933,0.01207,,522.58771,0.00946,,522.03857,0.00842,,522.02917,0.00784
522.63928,0.01198,,522.91418,0.00942,,522.38489,0.00845,,522.37659,0.00773
522.96851,0.01198,,523.26953,0.00937,,522.72742,0.00836,,522.71973,0.00776
523.31311,0.01193,,523.59009,0.00933,,523.04309,0.00837,,523.03992,0.0077
523.64655,0.01187,,523.93921,0.00928,,523.38416,0.00836,,523.39984,0.00763
523.97266,0.01196,,524.26288,0.00927,,523.73187,0.00833,,523.7218,0.00766
524.32977,0.01198,,524.59247,0.0092,,524.08417,0.00821,,524.065,0.00767
524.6507,0.01193,,524.91895,0.00919,,524.41235,0.00815,,524.3963,0.00767
525.00085,0.01185,,525.24579,0.00917,,524.73254,0.00813,,524.7193,0.00771
525.33911,0.01198,,525.59003,0.0091,,525.06073,0.00819,,525.0332,0.00764
525.66388,0.01188,,525.92621,0.00916,,525.40015,0.0082,,525.36493,0.00754
525.99414,0.0118,,526.27045,0.00903,,525.73352,0.00816,,525.69281,0.00758
526.31403,0.01183,,526.61542,0.00903,,526.08374,0.00809,,526.00531,0.00758
526.64886,0.01189,,526.95337,0.00902,,526.44641,0.00818,,526.32727,0.00755
526.97253,0.0118,,527.29095,0.00909,,526.76489,0.00813,,526.67151,0.00753
527.31012,0.01178,,527.62372,0.00907,,527.09656,0.00802,,527.00458,0.00756
527.64148,0.0117,,527.95856,0.00907,,527.40527,0.00798,,527.32965,0.00754
527.98572,0.01178,,528.29962,0.00906,,527.73694,0.00788,,527.65961,0.00758
528.31567,0.0117,,528.65051,0.0091,,528.07593,0.00791,,527.99371,0.00753
528.65399,0.01167,,528.97729,0.00903,,528.41077,0.00791,,528.32544,0.00756
528.97693,0.01164,,529.29889,0.00902,,528.74908,0.00781,,528.66339,0.0076
529.31531,0.01158,,529.6449,0.00899,,529.08533,0.00776,,528.99994,0.00751
529.65112,0.01164,,529.98425,0.00895,,529.40723,0.00781,,529.33582,0.00751
530.00061,0.01161,,530.32397,0.00893,,529.75427,0.00783,,529.66895,0.00745
530.32397,0.01161,,530.65704,0.00893,,530.08282,0.00787,,530.01807,0.00743
530.66711,0.01158,,530.99048,0.00893,,530.40131,0.00784,,530.35632,0.00749
530.99707,0.01156,,531.32495,0.00893,,530.73474,0.00787,,530.69604,0.00733
531.32947,0.01152,,531.66113,0.00896,,531.0769,0.00775,,531.0354,0.00743
531.66467,0.01148,,531.98975,0.009,,531.41693,0.00776,,531.35425,0.00746
531.99146,0.01148,,532.32245,0.00902,,531.73993,0.00786,,531.68518,0.00738
532.3385,0.01143,,532.65588,0.00902,,532.08588,0.00778,,532.00922,0.00733
532.66669,0.01145,,532.99701,0.00903,,532.4082,0.00782,,532.34857,0.00738
532.98865,0.01146,,533.32971,0.00903,,532.73425,0.00769,,532.70081,0.00737
533.3158,0.01143,,533.67468,0.00897,,533.07605,0.00768,,533.0517,0.0073
533.64886,0.01132,,534.01196,0.00897,,533.41718,0.00774,,533.38965,0.00731
533.97711,0.01129,,534.37079,0.00899,,533.75446,0.00765,,533.74054,0.00728
534.30811,0.01133,,534.72339,0.00895,,534.09906,0.00766,,534.09418,0.00732
534.64954,0.0113,,535.05298,0.00895,,534.42554,0.00758,,534.42096,0.00724
534.98401,0.0113,,535.3819,0.00904,,534.75232,0.00755,,534.73279,0.00723
535.32336,0.0113,,535.71606,0.00892,,535.08539,0.00752,,535.05371,0.00717
535.66656,0.01134,,536.0509,0.00892,,535.41711,0.00743,,535.37531,0.00719
536.00244,0.01145,,536.38257,0.00886,,535.74182,0.00743,,535.70697,0.0072
536.323,0.01143,,536.71741,0.00883,,536.07318,0.00743,,536.04602,0.00717
536.66583,0.01135,,537.04382,0.00885,,536.4115,0.00739,,536.38745,0.00715
536.97937,0.01132,,537.36719,0.00888,,536.74945,0.0075,,536.71704,0.00713
537.32678,0.01134,,537.71002,0.00888,,537.07941,0.0074,,537.06445,0.00706
537.65497,0.01138,,538.02881,0.00884,,537.409,0.00742,,537.40411,0.00702
537.98004,0.0113,,538.3717,0.00881,,537.73932,0.00739,,537.73267,0.00699
538.32117,0.01139,,538.69464,0.00882,,538.07379,0.00742,,538.0365,0.00696
538.67236,0.01127,,539.03436,0.00886,,538.40375,0.00738,,538.37756,0.00697
539.00195,0.0113,,539.36609,0.00868,,538.73682,0.00734,,538.70789,0.00697
539.35803,0.01127,,539.7002,0.00874,,539.05981,0.00733,,539.03613,0.00698
539.6908,0.01117,,540.03503,0.00872,,539.41901,0.00736,,539.36292,0.00695
540.03992,0.01112,,540.36359,0.00876,,539.71973,0.00735,,539.7019,0.00695
540.35034,0.01111,,540.70258,0.00875,,540.04828,0.00738,,540.04303,0.00687
540.69006,0.01117,,541.0329,0.00871,,540.38934,0.00731,,540.37158,0.00688
541.03741,0.01107,,541.37085,0.00869,,540.70117,0.00736,,540.71271,0.00686
541.39661,0.01113,,541.7088,0.0087,,541.03778,0.00734,,541.03918,0.00688
541.71161,0.0111,,542.03564,0.00867,,541.36768,0.00733,,541.35657,0.00682
542.06244,0.01105,,542.375,0.00864,,541.70081,0.0074,,541.70081,0.00683
542.40356,0.01105,,542.7077,0.00872,,542.05273,0.00737,,542.03845,0.00684
542.74988,0.01101,,543.03137,0.00874,,542.3858,0.00743,,542.36694,0.00686
543.07947,0.01103,,543.3631,0.00875,,542.71259,0.00739,,542.67914,0.0068
543.42755,0.011,,543.68433,0.00872,,543.05371,0.00733,,543.0199,0.00677
543.75574,0.01096,,544.02264,0.00876,,543.37561,0.00736,,543.36273,0.00676
544.0979,0.01086,,544.35748,0.00876,,543.70734,0.00729,,543.70874,0.00679
544.42334,0.01085,,544.69232,0.00875,,544.03729,0.00729,,544.04181,0.00675
544.75781,0.01089,,545.02155,0.00872,,544.37805,0.00718,,544.36725,0.00673
545.08813,0.01093,,545.35046,0.00873,,544.71948,0.00711,,544.70972,0.00671
545.42224,0.01091,,545.68182,0.00876,,545.04626,0.0071,,545.05115,0.0067
545.75427,0.01093,,546.01807,0.00874,,545.38428,0.00714,,545.40656,0.00664
546.09015,0.01089,,546.35706,0.00872,,545.70758,0.0071,,545.72644,0.00672
546.42188,0.01092,,546.68561,0.00864,,546.04871,0.00709,,546.06262,0.00668
546.76154,0.01083,,547.02045,0.00865,,546.38,0.00715,,546.41248,0.00667
547.09778,0.01079,,547.36188,0.00859,,546.72882,0.0071,,546.74866,0.00666
547.42773,0.01073,,547.70123,0.00869,,547.0636,0.00696,,547.07336,0.00665
547.75696,0.01076,,548.03082,0.0087,,547.41138,0.00699,,547.43085,0.00666
548.08099,0.01071,,548.37195,0.00867,,547.72003,0.00697,,547.75592,0.00657
548.40887,0.01069,,548.71167,0.00869,,548.07263,0.00704,,548.07892,0.00657
548.74402,0.01066,,549.03149,0.00865,,548.41095,0.00697,,548.42804,0.00659
549.07715,0.0106,,549.36981,0.00868,,548.73083,0.00695,,548.76007,0.00661
549.39734,0.01064,,549.70569,0.00859,,549.0733,0.00697,,549.10223,0.00651
549.72729,0.01058,,550.04053,0.00861,,549.38757,0.00693,,549.44995,0.0065
550.07257,0.01068,,550.37708,0.00863,,549.72205,0.00694,,549.78339,0.0064
550.40253,0.01068,,550.70074,0.00859,,550.0506,0.00696,,550.12097,0.00642
550.74219,0.01062,,551.03491,0.0085,,550.37396,0.007,,550.43665,0.00634
551.08472,0.01067,,551.36346,0.00862,,550.70703,0.00696,,550.76489,0.0064
551.40173,0.01076,,551.69617,0.00859,,551.03979,0.007,,551.0976,0.00639
551.74982,0.01073,,552.03729,0.00852,,551.35999,0.00695,,551.4422,0.0064
552.09094,0.01073,,552.38049,0.00854,,551.68536,0.00699,,551.77979,0.00639
552.42712,0.01075,,552.71497,0.00845,,552.01636,0.00692,,552.11151,0.00648
552.78253,0.01077,,553.05743,0.00847,,552.36267,0.0069,,552.45087,0.0064
553.10486,0.01071,,553.38739,0.0084,,552.70728,0.00693,,552.77979,0.0064
553.4278,0.01066,,553.72534,0.00835,,553.03827,0.00695,,553.1062,0.00639
553.76404,0.01071,,554.04767,0.00827,,553.37836,0.00701,,553.44104,0.00637
554.11523,0.01071,,554.38037,0.00825,,553.70972,0.0069,,553.78668,0.00638
554.44934,0.01075,,554.71692,0.00831,,554.05078,0.00681,,554.11212,0.00636
554.76855,0.01066,,555.05493,0.0083,,554.3905,0.00689,,554.44135,0.00639
555.11279,0.01064,,555.38104,0.00825,,554.72778,0.00683,,554.77618,0.00643
555.46503,0.01058,,555.69702,0.00824,,555.05145,0.00679,,555.09851,0.00641
555.81238,0.01052,,556.03015,0.00824,,555.38171,0.00674,,555.40894,0.00643
556.14374,0.01069,,556.35803,0.00823,,555.73224,0.00674,,555.7514,0.00646
556.48065,0.01062,,556.69458,0.00831,,556.07788,0.00681,,556.073,0.00648
556.8186,0.01061,,557.03357,0.00829,,556.41309,0.00675,,556.39703,0.00648
557.14368,0.01062,,557.37817,0.00824,,556.72522,0.00681,,556.72803,0.00653
557.4848,0.01064,,557.7085,0.00827,,557.06287,0.00681,,557.04541,0.00648
557.81787,0.01062,,558.02344,0.0082,,557.38129,0.00678,,557.4043,0.00649
558.14398,0.01059,,558.3457,0.00822,,557.70947,0.0067,,557.72449,0.00639
558.47571,0.01059,,558.67499,0.00817,,558.05585,0.00678,,558.0506,0.0064
558.80212,0.0106,,559.01465,0.00821,,558.38403,0.00679,,558.39972,0.00635
559.12445,0.01058,,559.34149,0.00805,,558.71191,0.00674,,558.73804,0.00638
559.47498,0.01061,,559.65857,0.00811,,559.04712,0.00674,,559.06799,0.00633
559.78571,0.01051,,559.99023,0.00805,,559.38678,0.00674,,559.39758,0.00622
560.12543,0.01048,,560.32959,0.00801,,559.6969,0.00665,,559.72125,0.00621
560.45471,0.01053,,560.66583,0.00801,,560.03308,0.00669,,560.07007,0.00622
560.7829,0.01064,,561.00342,0.00802,,560.35852,0.00669,,560.39545,0.00618
561.09509,0.01053,,561.33966,0.00806,,560.6944,0.0067,,560.69476,0.00624
561.45251,0.01049,,561.66785,0.00796,,561.039,0.0066,,561.01947,0.0062
561.802,0.01045,,562.00098,0.00797,,561.37067,0.00672,,561.37378,0.00621
562.12848,0.01052,,562.33929,0.00788,,561.69543,0.00673,,561.71039,0.00615
562.45636,0.01051,,562.68347,0.00795,,562.04279,0.00675,,562.05463,0.00624
562.80408,0.01047,,563.01971,0.00793,,562.37482,0.00668,,562.40863,0.00626
563.1441,0.01045,,563.34619,0.00787,,562.7124,0.00668,,562.73541,0.00621
563.46918,0.01047,,563.68103,0.00789,,563.04376,0.00662,,563.08105,0.00622
563.80334,0.0104,,564.01447,0.00794,,563.39185,0.00661,,563.40576,0.00627
564.13672,0.01033,,564.35242,0.00788,,563.72003,0.00666,,563.7392,0.00623
564.48096,0.01038,,564.68829,0.00791,,564.05768,0.0067,,564.04968,0.00626
564.80261,0.01043,,565.00745,0.0079,,564.38794,0.00665,,564.34442,0.00621
565.13776,0.01028,,565.33667,0.00792,,564.70782,0.00663,,564.68726,0.0063
565.46423,0.01038,,565.6698,0.00791,,565.03638,0.00667,,564.97504,0.0063
565.80811,0.0104,,565.99384,0.00791,,565.37048,0.00661,,565.28894,0.0062
566.14606,0.01046,,566.32654,0.00792,,565.7088,0.00666,,565.59943,0.00625
566.4809,0.01044,,566.65613,0.00786,,566.04645,0.00666,,565.89868,0.00626
566.80945,0.01039,,566.98505,0.0079,,566.37781,0.00664,,566.22168,0.00629
567.13104,0.01036,,567.31958,0.00791,,566.72443,0.00655,,566.51019,0.00628
567.46729,0.01034,,567.64917,0.00786,,567.04395,0.00659,,566.80634,0.00628
567.8056,0.01023,,568,0.00784,,567.36798,0.00652,,567.0976,0.00631
568.15643,0.01034,,568.3432,0.00779,,567.68469,0.00658,,567.40143,0.00644
568.49548,0.01026,,568.69232,0.00784,,568.04529,0.00648,,567.71399,0.00644
568.81567,0.01023,,569.03516,0.00781,,568.3634,0.00654,,568.01599,0.00655
569.14594,0.01024,,569.35846,0.00777,,568.72888,0.00645,,568.32019,0.00648
569.47101,0.0103,,569.7041,0.00777,,569.05225,0.00644,,568.64874,0.00655
569.81384,0.01027,,570.02777,0.00773,,569.38391,0.00631,,568.98358,0.00659
570.15985,0.01019,,570.35742,0.00776,,569.7027,0.00633,,569.29541,0.00659
570.47968,0.01025,,570.68073,0.00776,,570.04523,0.00632,,569.61279,0.00668
570.82391,0.01028,,571.01276,0.00769,,570.3689,0.00628,,569.95532,0.00667
571.14624,0.01019,,571.33606,0.00777,,570.69885,0.00625,,570.29608,0.00665
571.50018,0.01023,,571.67688,0.00773,,571.02008,0.00623,,570.63092,0.00667
571.81238,0.01021,,572.00537,0.00775,,571.36292,0.00623,,570.98627,0.00663
572.1416,0.01017,,572.34509,0.0077,,571.69324,0.00626,,571.32422,0.00682
572.46667,0.01019,,572.68134,0.00773,,572.03918,0.00618,,571.66602,0.00674
572.79663,0.01018,,572.99487,0.00772,,572.35767,0.00619,,572.00049,0.00684
573.13776,0.01007,,573.32135,0.00769,,572.68762,0.00614,,572.33673,0.00686
573.46002,0.01012,,573.6496,0.00772,,573.01581,0.00618,,572.69214,0.00685
573.81226,0.01018,,573.98267,0.00773,,573.35376,0.00624,,573.03046,0.00692
574.12274,0.01008,,574.30463,0.00766,,573.69489,0.00623,,573.39069,0.00702
574.44501,0.01007,,574.62341,0.00767,,574.04224,0.00625,,573.70947,0.00701
574.7746,0.01006,,574.95337,0.00767,,574.37219,0.00628,,574.06348,0.00705
575.11401,0.00998,,575.28748,0.00771,,574.70984,0.00622,,574.39972,0.00705
575.44849,0.00995,,575.62231,0.00764,,575.04779,0.00626,,574.74744,0.007
575.78815,0.00989,,575.94739,0.00764,,575.37183,0.00628,,575.09167,0.00694
576.09583,0.00997,,576.25818,0.00759,,575.69617,0.00619,,575.42755,0.00697
576.43341,0.00993,,576.59442,0.00757,,576.04077,0.00617,,575.78992,0.0069
576.77283,0.00995,,576.92578,0.00758,,576.38538,0.00615,,576.1355,0.00699
577.12262,0.00998,,577.24939,0.00754,,576.72504,0.00614,,576.48816,0.00702
577.44281,0.00987,,577.58075,0.00757,,577.07385,0.00617,,576.84216,0.00703
577.7804,0.00988,,577.9093,0.00758,,577.38806,0.00607,,577.19958,0.00698
578.12292,0.00983,,578.24243,0.00758,,577.71283,0.00614,,577.57446,0.00702
578.43719,0.00987,,578.59326,0.0076,,578.06018,0.00611,,577.91559,0.00699
578.78314,0.00986,,578.93121,0.0077,,578.39191,0.00612,,578.26819,0.00697
579.11414,0.0097,,579.27197,0.00764,,578.70581,0.00612,,578.62012,0.00694
579.44897,0.00973,,579.60541,0.00761,,579.034,0.00613,,578.95807,0.0069
579.76776,0.00964,,579.92877,0.00764,,579.35425,0.00609,,579.30542,0.00686
580.10681,0.00962,,580.25385,0.00758,,579.69812,0.0061,,579.64026,0.00685
580.44055,0.00963,,580.59595,0.00747,,580.01721,0.00602,,579.96429,0.00685
580.75555,0.00957,,580.91614,0.00748,,580.35315,0.00599,,580.29669,0.00683
581.09003,0.00952,,581.27191,0.0074,,580.6817,0.00594,,580.63324,0.00683
581.41821,0.00953,,581.61157,0.00741,,581.00537,0.006,,580.96179,0.00688
581.73389,0.00956,,581.94818,0.00739,,581.3175,0.00608,,581.27502,0.00684
582.07849,0.00946,,582.27502,0.00733,,581.66351,0.00603,,581.61157,0.00687
582.40948,0.00945,,582.61609,0.00732,,582.00739,0.00598,,581.96594,0.00697
582.73944,0.00951,,582.9502,0.00731,,582.32098,0.00601,,582.30811,0.00691
583.06659,0.00947,,583.28052,0.00731,,582.65094,0.00596,,582.64606,0.00693
583.40417,0.00949,,583.61011,0.00729,,582.95685,0.00597,,582.99518,0.00695
583.73413,0.00947,,583.95435,0.00728,,583.29797,0.00599,,583.36377,0.00694
584.06549,0.00952,,584.28918,0.00726,,583.63245,0.00598,,583.73279,0.00699
584.39893,0.00951,,584.61597,0.00727,,583.9704,0.00595,,584.08014,0.00698
584.72229,0.00954,,584.94769,0.00725,,584.28467,0.00588,,584.42957,0.007
585.05676,0.00954,,585.28705,0.00727,,584.61774,0.00583,,584.7627,0.00705
585.38806,0.00946,,585.61877,0.00726,,584.95361,0.00584,,585.06616,0.00699
585.71802,0.00957,,585.94659,0.00719,,585.30133,0.00581,,585.42395,0.00704
586.03857,0.00945,,586.29572,0.00718,,585.62817,0.00584,,585.76123,0.00705
586.35986,0.00945,,586.62744,0.00721,,585.9679,0.00583,,586.09784,0.00702
586.69012,0.00948,,586.95563,0.00718,,586.30511,0.0058,,586.43579,0.00691
587.02771,0.00949,,587.29321,0.00711,,586.63684,0.00578,,586.78528,0.00694
587.34796,0.00942,,587.63153,0.00704,,586.96399,0.00574,,587.12006,0.00696
587.67126,0.00939,,587.97266,0.00711,,587.30615,0.00573,,587.46222,0.00692
588.02698,0.00945,,588.30084,0.00715,,587.63611,0.00567,,587.80054,0.00688
588.33466,0.00937,,588.65833,0.00708,,588.00293,0.00563,,588.15247,0.00688
588.67401,0.00932,,588.98969,0.00701,,588.30573,0.00566,,588.49072,0.00682
589.01233,0.00936,,589.3078,0.00706,,588.64368,0.00571,,588.83948,0.00676
589.33215,0.00937,,589.63672,0.00699,,588.97681,0.00561,,589.18408,0.00676
589.67047,0.00931,,589.98096,0.00707,,589.30951,0.00562,,589.51855,0.00671
590.0116,0.00924,,590.30426,0.007,,589.65063,0.00553,,589.85059,0.00669
590.33771,0.0093,,590.64185,0.00704,,589.96313,0.00557,,590.18683,0.00669
590.66974,0.0093,,590.97809,0.00699,,590.29761,0.00554,,590.5293,0.00671
590.99933,0.00922,,591.30176,0.00706,,590.63385,0.00552,,590.87183,0.00668
591.33557,0.00917,,591.62061,0.00702,,590.953,0.00541,,591.19897,0.00668
591.68188,0.00922,,591.95056,0.00702,,591.29724,0.00541,,591.54462,0.00669
592.00836,0.00925,,592.27527,0.00705,,591.66205,0.00543,,591.89197,0.00667
592.35712,0.00922,,592.60382,0.00703,,591.99231,0.00536,,592.23517,0.00669
592.69055,0.00927,,592.92676,0.00702,,592.32507,0.00539,,592.56512,0.00666
593.02228,0.00913,,593.26373,0.00699,,592.64734,0.00534,,592.89685,0.00664
593.35815,0.00919,,593.59192,0.00708,,592.97839,0.00539,,593.2442,0.00663
593.70935,0.00917,,593.9184,0.00698,,593.29053,0.0054,,593.59119,0.0066
594.03857,0.00921,,594.25006,0.00696,,593.62708,0.00542,,593.90826,0.00664
594.3595,0.0091,,594.58911,0.00705,,593.93896,0.00542,,594.25146,0.00656
594.70166,0.00914,,594.92041,0.007,,594.2818,0.00546,,594.60059,0.00657
595.01697,0.00901,,595.25873,0.00696,,594.60999,0.00543,,594.94482,0.00658
595.35071,0.00899,,595.58661,0.00692,,594.94342,0.00542,,595.26501,0.00656
595.69116,0.00903,,595.91064,0.00695,,595.27026,0.00538,,595.61237,0.00667
596.02631,0.00907,,596.23083,0.00691,,595.59808,0.00546,,595.95734,0.00665
596.35626,0.00905,,596.56879,0.00687,,595.91833,0.00552,,596.3092,0.00662
596.69073,0.00903,,596.88409,0.00682,,596.25977,0.00544,,596.67126,0.00662
597.03638,0.00904,,597.21509,0.00679,,596.57959,0.00548,,597.01721,0.00648
597.36041,0.00906,,597.55652,0.00682,,596.93671,0.00541,,597.35205,0.00653
597.68164,0.00903,,597.8736,0.00675,,597.27679,0.00547,,597.66736,0.00644
598.00708,0.00897,,598.20355,0.00678,,597.60815,0.0055,,598.01196,0.00637
598.32861,0.00897,,598.53772,0.00676,,597.94714,0.00544,,598.38995,0.00648
598.66174,0.00906,,598.86169,0.00669,,598.28021,0.00532,,598.72168,0.00646
599.00146,0.0091,,599.18469,0.00676,,598.60913,0.00529,,599.06067,0.00645
599.33142,0.00904,,599.50488,0.00678,,598.94012,0.0053,,599.4035,0.00634
599.66272,0.00899,,599.83484,0.0067,,599.24744,0.00526,,599.7547,0.00628
600.00879,0.00897,,600.15643,0.00671,,599.58716,0.00523,,600.13013,0.00626
600.33777,0.00898,,600.47565,0.00671,,599.91223,0.00524,,600.47034,0.00619
600.66675,0.00893,,600.8302,0.00671,,600.25043,0.00525,,600.81726,0.00622
600.98737,0.00895,,601.16064,0.00667,,600.58539,0.0052,,601.17993,0.00617
601.33252,0.00884,,601.48755,0.00669,,600.92072,0.00518,,601.54785,0.00603
601.65167,0.0089,,601.82458,0.00668,,601.24658,0.00522,,601.927,0.00606
602.01294,0.00885,,602.16345,0.00672,,601.58331,0.00524,,602.2995,0.00595
602.34021,0.00885,,602.49561,0.00672,,601.91858,0.00523,,602.66675,0.00601
602.68463,0.00887,,602.82562,0.00675,,602.25916,0.0052,,603.04279,0.00593
603.00385,0.00889,,603.16412,0.00665,,602.60083,0.00518,,603.42999,0.00586
603.336,0.00889,,603.48364,0.00673,,602.94702,0.00518,,603.79791,0.00586
603.66852,0.00881,,603.8316,0.00675,,603.27319,0.00523,,604.16235,0.00585
604.00696,0.00879,,604.16516,0.00667,,603.6015,0.0051,,604.52222,0.00582
604.35034,0.00876,,604.50397,0.00677,,603.92279,0.00511,,604.87964,0.00574
604.71271,0.00874,,604.83789,0.00672,,604.25635,0.00513,,605.22021,0.00571
605.04346,0.00878,,605.1778,0.0067,,604.59625,0.00507,,605.5752,0.0056
605.38049,0.0087,,605.53131,0.00672,,604.94275,0.00507,,605.90033,0.00551
605.71234,0.00878,,605.86804,0.00663,,605.27844,0.005,,606.229,0.00545
606.05463,0.00876,,606.20795,0.00666,,605.62183,0.00496,,606.58112,0.00542
606.38153,0.00876,,606.54639,0.00662,,605.94769,0.00504,,606.91296,0.00536
606.72632,0.00871,,606.88031,0.00664,,606.28125,0.00494,,607.24823,0.00532
607.05847,0.00863,,607.20898,0.00665,,606.60535,0.00504,,607.60284,0.00528
607.37805,0.00866,,607.56116,0.00666,,606.94208,0.00501,,607.92346,0.00528
607.71338,0.00857,,607.89923,0.00666,,607.28717,0.00495,,608.25281,0.00526
608.04199,0.00853,,608.24475,0.00669,,607.62109,0.00492,,608.60706,0.00521
608.39032,0.00857,,608.58148,0.00665,,607.97046,0.0049,,608.93958,0.00521
608.69794,0.00848,,608.91815,0.0067,,608.32684,0.00486,,609.27136,0.0052
