Tipo,TOS_30H2_CO2 [h],X_CH4_30H2_CO2 [%],X_CO2_30H2_CO2 [%]
4CO2_C1,4.33194,27.8045,38.478
4CO2_C1,4.47361,27.48983,38.30013
4CO2_C1,4.61472,27.40182,38.30904
4CO2_C1,4.75639,27.40801,37.94557
4CO2_C1,4.89806,27.37901,38.00614
4CO2_C1,5.03944,27.19366,37.92092
4CO2_C1,5.18111,27.09902,37.80765
4CO2_C1,5.32278,26.99287,37.68907
4CO2_C1,5.46472,26.92089,37.70793
4CO2_C1,5.60611,26.90063,37.52779
4CO2_C1,5.74778,26.69886,37.35892
4CO2_C1,5.88972,26.68345,37.31341
4CO2_C1,6.03111,26.64987,37.1366
4CO2_C1,6.17306,26.63022,37.13937
4CO2_C1,6.31389,26.55023,37.15939
4CO2_C1,6.45556,26.51346,37.00631
4CO2_C1,6.59722,26.36351,36.9057
4CO2_C1,6.73917,26.21681,36.8773
4CO2_C1,6.88083,26.24504,36.75614
4CO2_C1,7.02222,26.13788,36.77225
4CO2_C1,7.16361,26.09082,36.62671
4CO2_C1,7.30583,26.06757,36.70563
4CO2_C1,7.44722,26.08533,36.69752
4CO2_C1,7.58861,26.06296,36.59534
4CO2_C1,7.73028,26.02061,36.48562
4CO2_C1,7.87167,25.98964,36.24748
4CO2_C1,8.01333,25.99712,36.40412
4CO2_C1,8.155,25.90105,36.30733
4CO2_C1,8.29667,25.79018,36.21645
4CO2_C1,8.43833,25.72259,35.99318
4CO2_C1,8.58,25.63797,36.03797
4CO2_C1,8.72139,25.61476,35.86486
4CO2_C1,8.86306,25.5556,36.01847
4CO2_C1,9.00472,25.39355,35.91984
4CO2_C1,9.14667,25.42233,35.76548
4CO2_C1,9.28806,25.38096,35.80587
4CO2_C1,9.42972,25.1993,35.71243
4CO2_C1,9.57139,25.1929,35.59211
4CO2_C1,9.71306,25.1384,35.51181
4CO2_C1,9.85472,25.07241,35.69637
4CO2_C1,9.99611,24.98109,35.53201
4CO2_C1,10.13778,25.03076,35.61683
4CO2_C1,10.27944,24.89905,35.45327
4CO2_C1,10.42111,24.89352,35.26277
4CO2_C1,10.5625,24.70004,35.29969
4CO2_C1,10.70417,24.76165,35.40613
4CO2_C1,10.84583,24.6993,35.39577
4CO2_C1,10.98778,24.72577,35.20226
4CO2_C1,11.12889,24.68262,35.12954
4CO2_C1,11.27083,24.5316,34.9728
4CO2_C1,11.4125,24.69359,35.02541
4CO2_C1,11.55361,24.5919,34.91831
4CO2_C1,11.69528,24.51701,35.08446
4CO2_C1,11.83694,24.53511,35.01318
4CO2_C1,11.97861,24.53072,34.96994
4CO2_C1,12.12,24.48687,34.8444
4CO2_C1,12.26167,24.41055,34.75554
4CO2_C1,12.40333,24.37772,34.98906
4CO2_C1,12.545,24.41685,34.60812
4CO2_C1,12.68667,24.29587,34.70315
4CO2_C1,12.82833,24.20413,34.6613
4CO2_C1,12.97,24.12089,34.67847
4CO2_C1,13.11167,24.3057,34.43253
4CO2_C1,13.25333,24.21255,34.54518
4CO2_C1,13.39472,24.27433,34.43034
4CO2_C1,13.53639,24.0874,34.45593
4CO2_C1,13.67806,24.06183,34.40897
4CO2_C1,13.81972,24.08303,34.42049
4CO2_C1,13.96111,24.06694,34.45433
4CO2_C1,14.10306,23.9836,34.21181
4CO2_C1,14.24444,24.01006,34.32094
4CO2_C1,14.38611,23.95516,34.36523
4CO2_C1,14.52778,23.87736,34.28663
4CO2_C1,14.66944,23.9718,34.33387
4CO2_C1,14.81111,24.1296,34.13561
4CO2_C1,14.95278,23.88352,34.22742
4CO2_C1,15.09417,23.84923,33.99944
4CO2_C1,15.23556,23.84499,34.23624
4CO2_C1,15.37722,23.74593,34.11733
4CO2_C1,15.51889,23.66775,34.01797
4CO2_C1,15.66056,23.76411,34.01387
4CO2_C1,15.8025,23.65085,34.15036
4CO2_C1,15.94389,23.61307,33.78394
4CO2_C1,16.08528,23.60023,33.98092
4CO2_C1,16.22694,23.51719,33.89226
4CO2_C1,16.36833,23.61359,33.75986
4CO2_C1,16.51028,23.45568,33.74122
4CO2_C1,16.65194,23.42447,33.76037
4CO2_C1,16.79361,23.49567,33.73373
4CO2_C1,16.935,23.57079,33.69052
4CO2_C1,17.07694,23.37975,33.69819
4CO2_C1,17.21833,23.4796,33.68878
4CO2_C1,17.35972,23.34788,33.76346
4CO2_C1,17.50139,23.37954,33.66795
4CO2_C1,17.64278,23.41577,33.6632
4CO2_C1,17.78444,23.36094,33.53699
4CO2_C1,17.92639,23.36017,33.65921
4CO2_C1,18.06806,23.24539,33.53108
4CO2_C1,18.20944,23.32346,33.55034
4CO2_C1,18.35111,23.22297,33.50011
4CO2_C1,18.4925,23.27029,33.44734
4CO2_C1,18.63417,23.20525,33.64839
4CO2_C1,18.77583,23.19401,33.40775
4CO2_C1,18.9175,23.17063,33.40874
4CO2_C1,19.05917,23.23355,33.44771
4CO2_C1,19.20083,23.17294,33.41166
4CO2_C1,19.3425,23.15832,33.37352
4CO2_C1,19.48389,23.04505,33.33966
4CO2_C1,19.62556,23.06219,33.30138
4CO2_C1,19.76694,23.14303,33.273
4CO2_C1,19.90861,22.99687,33.32842
4CO2_C1,20.05028,22.69385,32.97023
4CO2_C1,20.19194,22.48526,32.6935
4CO2_C1,20.33361,22.45415,32.83921
4CO2_C1,20.47528,22.5696,32.63182
4CO2_C1,20.61694,22.42786,32.49802
4CO2_C1,20.75861,22.64691,32.75369
4CO2_C1,20.9,22.45538,32.85737
4CO2_C1,21.04167,22.43972,32.53424
4CO2_C1,21.18333,22.45295,32.61541
4CO2_C1,21.325,22.41124,32.58828
4CO2_C1,21.46694,22.43086,32.52479
4CO2_C1,21.60806,22.29028,32.46863
4CO2_C1,21.74972,22.39235,32.64997
4CO2_C1,21.89167,22.34709,32.40272
4CO2_C1,22.03333,22.32664,32.34031
4CO2_C1,22.17444,22.31885,32.56197
4CO2_C1,22.31611,22.13362,32.39182
4CO2_C1,22.45778,22.37794,32.62498
4CO2_C1,22.59917,22.20725,32.44213
4CO2_C1,22.74083,22.2566,32.32976
4CO2_C1,22.8825,22.35967,32.31379
4CO2_C1,23.02417,22.19359,32.33434
4CO2_C1,23.16583,22.21921,32.32216
4CO2_C1,23.30722,22.2079,32.35204
4CO2_C1,23.44889,22.16771,32.36862
4CO2_C1,23.59056,22.11159,32.31939
4CO2_C1,23.73222,22.2625,32.31998
4CO2_C1,23.87389,22.15766,32.25066
30CO2_C1,0.08333,40.33378,51.71986
30CO2_C1,0.225,38.84397,50.50717
30CO2_C1,0.36611,37.89695,49.37541
30CO2_C1,0.50778,36.61981,48.13339
30CO2_C1,0.64917,35.89614,47.31631
30CO2_C1,0.79083,35.35588,46.68797
30CO2_C1,0.9325,34.31781,45.41445
30CO2_C1,1.07417,33.79621,45.12669
30CO2_C1,1.21583,33.36898,44.56417
30CO2_C1,1.35722,32.9,44.25317
30CO2_C1,1.49917,32.25667,43.80031
30CO2_C1,1.64083,31.86234,43.20665
30CO2_C1,1.7825,31.69684,42.97173
30CO2_C1,1.92389,31.17532,42.47539
30CO2_C1,2.06556,30.72245,42.0974
30CO2_C1,2.20722,30.72037,41.86804
30CO2_C1,2.34889,30.42081,41.43232
30CO2_C1,2.49083,29.99324,41.29769
30CO2_C1,2.63222,29.90225,41.00929
30CO2_C1,2.77361,29.65136,40.73714
30CO2_C1,2.91556,29.6029,40.87319
30CO2_C1,3.05694,29.3822,40.47294
30CO2_C1,3.19861,29.1291,40.50025
30CO2_C1,3.34,29.08948,39.92746
30CO2_C1,3.48167,28.50918,39.38819
30CO2_C1,3.62361,28.32774,39.21404
30CO2_C1,3.76528,28.17817,39.06917
30CO2_C1,3.90667,28.12227,38.85932
30CO2_C1,4.04806,28.02074,39.00141
30CO2_C1,4.18972,27.80389,38.77363
30CO2_C1,4.33111,27.72795,38.67573
30CO2_C1,4.47278,27.6429,38.59935
30CO2_C1,4.61444,27.53582,38.49464
30CO2_C1,4.75611,27.409,38.31102
30CO2_C1,4.89778,27.23192,38.11592
30CO2_C1,5.03917,27.32529,38.12083
30CO2_C1,5.18083,27.2003,37.89881
30CO2_C1,5.32278,27.08877,37.87496
30CO2_C1,5.46389,26.98444,37.76679
30CO2_C1,5.60556,27.00299,37.58374
30CO2_C1,5.74722,27.03007,37.66477
30CO2_C1,5.88889,26.91002,37.61779
30CO2_C1,6.03083,26.70573,37.50577
30CO2_C1,6.17222,26.73441,37.53065
30CO2_C1,6.31389,26.68024,37.32951
30CO2_C1,6.45583,26.46925,37.28049
30CO2_C1,6.5975,26.45608,37.24372
30CO2_C1,6.73861,26.42458,37.20511
30CO2_C1,6.88056,26.32108,37.0364
30CO2_C1,7.02194,26.29061,36.96443
30CO2_C1,7.16389,26.32516,36.99128
30CO2_C1,7.30528,26.26118,36.81052
30CO2_C1,7.44694,26.06534,36.62549
30CO2_C1,7.58833,25.98447,36.82797
30CO2_C1,7.73028,26.20311,36.66524
30CO2_C1,7.87194,25.98341,36.59178
30CO2_C1,8.01306,26.19678,36.55974
30CO2_C1,8.15472,26.09728,36.54087
30CO2_C1,8.29639,25.96211,36.51499
30CO2_C1,8.43778,26.03059,36.46496
30CO2_C1,8.57944,25.96549,36.46741
30CO2_C1,8.72111,25.96558,36.24951
30CO2_C1,8.86278,25.82209,36.43352
30CO2_C1,9.00417,25.78129,36.20209
30CO2_C1,9.14583,25.70228,36.21747
30CO2_C1,9.28778,25.62002,36.10029
30CO2_C1,9.42944,25.60793,36.02789
30CO2_C1,9.57111,25.52301,35.81701
30CO2_C1,9.7125,25.45244,35.90791
30CO2_C1,9.85444,25.3385,35.85523
30CO2_C1,9.99611,25.3311,35.7977
30CO2_C1,10.13778,25.29258,35.83864
30CO2_C1,10.27944,25.12014,35.83896
30CO2_C1,10.42056,25.19929,35.82127
30CO2_C1,10.56222,25.13872,35.58789
30CO2_C1,10.70417,25.03381,35.65805
30CO2_C1,10.84556,24.97183,35.72048
30CO2_C1,10.98722,24.91417,35.57272
30CO2_C1,11.12889,25.03734,35.45057
30CO2_C1,11.27028,24.8552,35.41119
30CO2_C1,11.41194,24.89518,35.45324
30CO2_C1,11.55361,24.76105,35.46827
30CO2_C1,11.69556,24.77126,35.4479
30CO2_C1,11.83694,24.79835,35.36474
30CO2_C1,11.97861,24.73178,35.39019
30CO2_C1,12.12028,24.68329,35.20694
30CO2_C1,12.26194,24.58482,35.08751
30CO2_C1,12.40333,24.75367,35.13676
30CO2_C1,12.54528,24.59524,34.98422
30CO2_C1,12.68667,24.57458,34.98843
30CO2_C1,12.82861,24.39835,35.00575
30CO2_C1,12.97,24.44065,35.09002
30CO2_C1,13.11167,24.48436,35.17541
30CO2_C1,13.25306,24.40691,34.89872
30CO2_C1,13.39444,24.57179,34.94493
30CO2_C1,13.53639,24.32759,34.82025
30CO2_C1,13.67778,24.27214,34.81336
30CO2_C1,13.81944,24.31222,34.89912
30CO2_C1,13.96111,24.27501,34.80108
30CO2_C1,14.1025,24.29713,34.87523
30CO2_C1,14.24417,24.19804,34.61271
30CO2_C1,14.38583,24.13527,34.54032
30CO2_C1,14.5275,24.13573,34.67673
30CO2_C1,14.66917,24.16179,34.73249
30CO2_C1,14.81083,24.06768,34.70458
30CO2_C1,14.95278,24.13446,34.52363
30CO2_C1,15.09389,24.01975,34.68058
30CO2_C1,15.23583,24.00843,34.46498
30CO2_C1,15.3775,24.03901,34.54938
30CO2_C1,15.51917,24.13561,34.35995
30CO2_C1,15.66028,24.00616,34.34308
30CO2_C1,15.80222,23.98608,34.52254
30CO2_C1,15.94389,23.90545,34.27151
30CO2_C1,16.08528,23.94041,34.15249
30CO2_C1,16.22667,23.78485,34.21308
30CO2_C1,16.36861,23.84165,34.16923
30CO2_C1,16.51,23.85922,34.41102
30CO2_C1,16.65167,23.74286,34.20215
30CO2_C1,16.79306,23.74169,34.12594
30CO2_C1,16.93472,23.75601,34.29929
30CO2_C1,17.07639,23.71446,34.00438
30CO2_C1,17.21806,23.70675,34.26933
30CO2_C1,17.35972,23.69905,34.09072
30CO2_C1,17.50139,23.70674,34.03108
30CO2_C1,17.64306,23.60066,33.99134
30CO2_C1,17.785,23.59764,34.08701
30CO2_C1,17.92611,23.72371,34.04458
30CO2_C1,18.06806,23.70651,33.81871
30CO2_C1,18.20972,23.57573,33.94827
30CO2_C1,18.35083,23.6121,34.09245
30CO2_C1,18.4925,23.49095,33.8298
30CO2_C1,18.63417,23.49066,33.93012
30CO2_C1,18.77583,23.46898,33.908
30CO2_C1,18.91722,23.52542,33.91563
30CO2_C1,19.05917,23.46582,33.97898
30CO2_C1,19.20083,23.36146,33.81304
30CO2_C1,19.34222,23.30045,33.64525
30CO2_C1,19.48389,23.44802,33.85292
30CO2_C1,19.62528,23.37152,33.70653
30CO2_C1,19.76694,23.37172,33.70675
30CO2_C1,19.90861,23.32596,33.83938
30CO2_C1,20.05028,23.26215,33.65957
30CO2_C1,20.19194,23.22041,33.70427
30CO2_C1,20.33333,23.19039,33.5095
30CO2_C1,20.475,23.11619,33.60925
30CO2_C1,20.61667,23.13088,33.56488
30CO2_C1,20.75833,23.23744,33.39338
30CO2_C1,20.89972,23.24006,33.37282
30CO2_C1,21.04139,23.1786,33.28472
30CO2_C1,21.18333,23.14721,33.51866
30CO2_C1,21.325,23.10793,33.50068
30CO2_C1,21.46639,23.01831,33.45053
30CO2_C1,21.60806,23.02604,33.47526
30CO2_C1,21.74972,23.04536,33.42308
30CO2_C1,21.89139,23.00665,33.43959
30CO2_C1,22.03306,22.93444,33.315
30CO2_C1,22.17472,23.00512,33.12719
30CO2_C1,22.31611,22.95944,33.37486
30CO2_C1,22.45806,22.91707,33.23326
30CO2_C1,22.59917,22.89184,33.172
30CO2_C1,22.74083,22.9133,33.23356
30CO2_C1,22.88278,22.93197,33.25055
30CO2_C1,23.02417,22.98949,33.32861
30CO2_C1,23.16611,22.81355,33.17586
30CO2_C1,23.3075,22.91093,33.23087
30CO2_C1,23.44889,22.88835,33.31717
30CO2_C1,23.59056,22.80063,33.41165
30CO2_C1,23.7325,22.84737,33.25162
30CO2_C1,23.87417,22.97433,33.01716
60CO2_C1,0.08333,42.85682,54.73819
60CO2_C1,0.225,42.22754,53.49448
60CO2_C1,0.36667,40.97321,52.28593
60CO2_C1,0.50778,39.84431,51.13798
60CO2_C1,0.64944,38.98594,50.42324
60CO2_C1,0.79139,38.4209,49.81095
60CO2_C1,0.93278,37.91342,49.19397
60CO2_C1,1.07417,37.36885,48.58382
60CO2_C1,1.21611,36.87623,48.1964
60CO2_C1,1.35722,36.55268,47.85671
60CO2_C1,1.49889,35.74721,46.91224
60CO2_C1,1.64056,35.16496,46.43649
60CO2_C1,1.78222,34.77924,45.93667
60CO2_C1,1.92389,34.21722,45.48654
60CO2_C1,2.06556,34.07504,45.21087
60CO2_C1,2.20722,33.7395,45.01032
60CO2_C1,2.34889,33.49732,44.72939
60CO2_C1,2.49056,33.15465,44.58613
60CO2_C1,2.63194,32.95619,44.25547
60CO2_C1,2.77389,32.83827,43.90251
60CO2_C1,2.91528,32.63791,43.69437
60CO2_C1,3.05667,32.43086,43.74597
60CO2_C1,3.19833,32.34803,43.51005
60CO2_C1,3.34,32.07389,43.32059
60CO2_C1,3.48167,31.91076,43.13968
60CO2_C1,3.62306,31.76522,42.90185
60CO2_C1,3.76472,31.61319,42.85187
60CO2_C1,3.90639,31.50225,42.60041
60CO2_C1,4.04806,31.41106,42.59711
60CO2_C1,4.18944,31.27647,42.33809
60CO2_C1,4.33111,31.12401,42.16681
60CO2_C1,4.47278,30.98915,42.07636
60CO2_C1,4.61472,30.36509,41.32362
60CO2_C1,4.75611,30.29078,41.19991
60CO2_C1,4.89806,30.18335,41.2043
60CO2_C1,5.03944,30.05116,41.09895
60CO2_C1,5.18111,30.01707,40.88927
60CO2_C1,5.32278,29.88172,40.7404
60CO2_C1,5.46389,29.75152,40.89404
60CO2_C1,5.60583,29.56924,40.68616
60CO2_C1,5.74722,29.62915,40.46634
60CO2_C1,5.88889,29.51878,40.43009
60CO2_C1,6.03083,29.45087,40.29699
60CO2_C1,6.1725,29.34539,40.34477
60CO2_C1,6.31389,29.30409,40.29167
60CO2_C1,6.45583,29.19359,39.9783
60CO2_C1,6.5975,29.09356,39.95792
60CO2_C1,6.73861,29.14193,40.10923
60CO2_C1,6.88028,28.99436,39.8382
60CO2_C1,7.02167,28.93654,39.78159
60CO2_C1,7.16333,28.78903,39.73649
60CO2_C1,7.305,28.74552,39.83108
60CO2_C1,7.44694,28.67703,39.76421
60CO2_C1,7.58833,28.58495,39.59168
60CO2_C1,7.73,28.60543,39.49921
60CO2_C1,7.87194,28.60306,39.59659
60CO2_C1,8.01333,28.58497,39.32321
60CO2_C1,8.155,28.44211,39.30871
60CO2_C1,8.29667,28.41424,39.29154
60CO2_C1,8.43806,28.31325,39.06054
60CO2_C1,8.57944,28.26719,39.13945
60CO2_C1,8.72111,28.29586,38.93044
60CO2_C1,8.86278,28.274,39.21418
60CO2_C1,9.00417,28.1946,38.95346
60CO2_C1,9.14583,28.12527,38.77204
60CO2_C1,9.28778,28.19152,38.96597
60CO2_C1,9.42944,27.97189,38.8357
60CO2_C1,9.57083,27.90709,38.82971
60CO2_C1,9.71278,27.88468,38.72539
60CO2_C1,9.85444,27.79884,38.49502
