TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%]
9.57111,24.9132,35.54919,,9.57139,34.00943,45.61439,,9.57111,35.73858,47.36935,,9.57139,31.28826,42.32412,,9.57111,34.08884,45.54866,,9.57111,33.56963,45.66169,,9.57139,33.00144,44.08482,,9.57139,30.4419,43.48652,,9.57167,39.61904,52.28663,,9.71278,38.95942,51.38635
9.71278,24.68743,35.55306,,9.71306,34.02518,45.68478,,9.71306,35.69089,47.36291,,9.71306,31.13129,42.11192,,9.71278,34.0088,45.58938,,9.71278,33.4365,45.63318,,9.71306,32.97504,43.95398,,9.71333,30.56929,43.58028,,9.71306,39.6136,52.17916,,9.85444,38.75034,51.24342
9.85472,24.83797,35.45769,,9.85472,33.89554,45.58753,,9.85417,35.58725,47.3115,,9.85472,31.06161,42.20316,,9.85444,33.99495,45.55269,,9.85444,33.54901,45.42579,,9.85472,32.82995,43.78573,,9.85444,30.5349,43.48241,,9.85444,39.57384,52.36866,,9.99611,38.80506,51.09717
9.99639,24.69298,35.38768,,9.99639,33.94347,45.5433,,9.99611,35.59912,47.27892,,9.99639,30.91566,42.1321,,9.99611,33.7592,45.43318,,9.99611,33.3563,45.38823,,9.99611,32.69287,43.68594,,9.99639,30.54666,43.5217,,9.99611,39.54949,52.28415,,10.13778,38.66735,51.20519
10.13778,24.55307,35.35391,,10.13806,33.83075,45.51291,,10.1375,35.56302,47.33596,,10.13778,30.97991,42.07231,,10.1375,33.46507,45.24101,,10.1375,33.19292,45.28669,,10.13806,32.73113,43.75594,,10.13806,30.45251,43.64492,,10.1375,39.5262,52.08113,,10.27944,38.67647,51.10422
10.27944,24.77125,35.32378,,10.27944,33.65628,45.46437,,10.27917,35.56595,47.14129,,10.27944,30.54764,41.9233,,10.27917,33.73855,45.20767,,10.27917,33.45667,45.15918,,10.27944,32.59589,43.71245,,10.27917,30.54251,43.65698,,10.27917,39.51299,52.15802,,10.42111,38.7144,51.08447
10.42111,24.60449,35.22671,,10.42111,33.82694,45.3453,,10.42083,35.37215,47.10627,,10.42111,30.71746,42.00163,,10.42111,33.56567,45.18397,,10.42111,33.05,45.08209,,10.42111,32.5719,43.47708,,10.42083,30.44679,43.53506,,10.42083,39.48499,52.26214,,10.5625,38.62381,50.96204
10.56278,24.42246,35.23299,,10.5625,33.5279,45.43201,,10.56222,35.32012,47.04634,,10.5625,31.07135,41.61444,,10.56278,33.50659,45.09631,,10.5625,33.07714,44.96193,,10.56278,32.4861,43.52116,,10.5625,30.50568,43.66579,,10.5625,39.52507,52.11519,,10.70389,38.46785,51.12385
10.70417,24.46672,35.18402,,10.70417,33.65687,45.23602,,10.70389,35.44201,46.98228,,10.70444,30.73178,41.56674,,10.70417,33.48499,45.05859,,10.70417,32.91059,45.07344,,10.70444,32.30458,43.54168,,10.70417,30.47991,43.55353,,10.70444,39.5276,52.0116,,10.84556,38.46966,51.01455
10.84583,24.3843,35.07385,,10.84556,33.5408,45.2823,,10.84583,35.35198,46.90212,,10.84611,30.55688,41.82101,,10.84583,33.65058,45.19197,,10.84583,32.98016,44.81546,,10.84611,32.43243,43.3584,,10.84556,30.4235,43.34444,,10.84583,39.50737,52.16484,,10.9875,38.40376,50.88078
10.9875,24.46231,35.06023,,10.98722,33.62701,45.2468,,10.9875,35.26709,46.86482,,10.98778,30.81599,41.59299,,10.9875,33.38898,45.03335,,10.98778,32.88838,44.78945,,10.98778,32.26811,43.33718,,10.98722,30.28817,43.51401,,10.9875,39.4482,52.1713,,11.12917,38.42148,50.66343
11.12917,24.34347,34.95021,,11.12889,33.62319,45.33702,,11.12889,35.17784,46.90971,,11.12944,30.65578,41.77157,,11.12889,33.41361,44.80953,,11.12917,32.73454,44.62007,,11.12917,32.26313,43.22476,,11.12889,30.50387,43.38164,,11.12889,39.48129,52.14668,,11.27028,38.29484,50.73649
11.27083,24.30106,34.99884,,11.27083,33.5584,45.1189,,11.27028,35.132,46.98818,,11.27111,30.54822,41.3509,,11.27083,33.22274,44.8168,,11.27083,32.70459,44.90929,,11.27056,32.10406,43.12418,,11.27083,30.4507,43.52454,,11.27056,39.52474,52.05031,,11.41222,38.2706,50.6241
11.41194,24.28764,35.06672,,11.4125,33.36546,45.04232,,11.41194,35.08738,46.63227,,11.41278,30.45125,41.556,,11.41222,33.20284,44.71109,,11.4125,32.89501,44.68681,,11.41222,32.07616,43.16638,,11.41222,30.35393,43.37371,,11.41194,39.38863,52.10205,,11.55389,38.36575,50.76535
11.55361,24.30481,34.85723,,11.55389,33.37842,45.0567,,11.55333,35.05619,46.78348,,11.55417,30.18897,41.37863,,11.55389,33.29659,44.6553,,11.55389,32.78512,44.69064,,11.55361,31.99642,42.98143,,11.55389,30.49734,43.61357,,11.55361,39.45357,52.00948,,11.69528,38.38196,50.62649
11.69556,24.21528,34.84856,,11.69583,33.37686,44.96144,,11.695,35.15018,46.62169,,11.69583,30.22502,41.47304,,11.69556,33.13002,44.68676,,11.69528,32.73656,44.5761,,11.69528,31.99778,42.83347,,11.69583,30.30581,43.50931,,11.69528,39.33092,52.04825,,11.83667,38.28588,50.6244
11.83694,24.10165,34.73915,,11.8375,33.4137,44.93157,,11.83667,35.04106,46.75039,,11.83722,30.29789,41.21844,,11.83722,33.08765,44.53297,,11.83694,32.597,44.53059,,11.83722,31.89948,42.86209,,11.8375,30.38982,43.40959,,11.83694,39.37591,51.97009,,11.97861,38.2332,50.43053
11.97833,24.27248,34.72865,,11.97917,33.4717,44.93687,,11.97833,35.02506,46.55803,,11.97861,30.21068,41.15362,,11.97861,33.09779,44.46406,,11.97861,32.37774,44.4484,,11.97861,31.78442,42.80771,,11.97889,30.35325,43.35958,,11.97861,39.3284,51.90726,,12.12028,38.08557,50.36022
12.12,24.05853,34.6722,,12.12028,33.2504,44.87447,,12.12,34.93148,46.65123,,12.12056,30.15255,41.13477,,12.12056,33.164,44.49267,,12.12028,32.55901,44.23218,,12.12028,31.70431,42.82557,,12.12056,30.31938,43.40831,,12.12,39.34395,51.93978,,12.26194,38.03473,50.62832
12.26167,24.15672,34.71218,,12.26194,33.19867,44.90834,,12.26139,34.83188,46.49051,,12.26222,30.2397,41.06309,,12.26222,32.99444,44.57527,,12.26167,32.37194,44.41402,,12.26194,31.61877,42.6162,,12.26194,30.33185,43.52848,,12.26167,39.30303,51.86317,,12.40361,38.05983,50.53359
12.40333,24.04924,34.70939,,12.40389,33.18052,44.8646,,12.40306,34.89658,46.5035,,12.40389,29.75859,41.22687,,12.40389,33.00661,44.55834,,12.40333,32.31011,44.20973,,12.40361,31.55442,42.6659,,12.40333,30.40061,43.30632,,12.40333,39.28347,51.88115,,12.54528,38.03845,50.53391
12.54528,23.90737,34.58883,,12.54528,33.1808,44.76892,,12.54472,34.83837,46.59526,,12.54556,30.06484,41.00967,,12.54528,32.7771,44.32932,,12.545,32.04933,44.43876,,12.54528,31.65493,42.61222,,12.545,30.39934,43.5783,,12.54528,39.30452,51.91364,,12.68694,38.00123,50.43441
12.68639,23.9721,34.50853,,12.68667,33.09995,44.59439,,12.68639,34.77526,46.33192,,12.68694,30.05494,40.8107,,12.68694,32.80815,44.17182,,12.68667,32.22368,44.16775,,12.68694,31.48664,42.54777,,12.68667,30.43672,43.35047,,12.68667,39.33069,51.96547,,12.82806,37.95469,50.45977
12.82806,23.87816,34.50057,,12.82861,33.12031,44.77233,,12.82778,34.79736,46.50087,,12.82861,29.93579,40.9503,,12.82861,32.83282,44.19854,,12.82806,32.38513,44.15278,,12.82833,31.48258,42.41599,,12.82806,30.36666,43.59574,,12.82833,39.28799,52.04179,,12.96972,37.80799,50.25968
12.96972,23.83017,34.45456,,12.97028,33.07443,44.79164,,12.96944,34.7035,46.39152,,12.97028,29.90787,41.08853,,12.97028,32.72072,44.23747,,12.96972,32.14932,44.06915,,12.97,31.36969,42.3818,,12.96972,30.20699,43.71442,,12.96972,39.25265,51.83648,,13.11139,37.83981,50.1913
13.11139,23.82757,34.43113,,13.11139,33.07931,44.72087,,13.11139,34.74838,46.34153,,13.11194,29.72115,40.91027,,13.11167,32.63323,43.98553,,13.11139,32.09066,44.11546,,13.11139,31.34698,42.49822,,13.11167,30.39915,43.33424,,13.11139,39.22395,51.88458,,13.25306,37.75115,50.22834
13.25278,23.83377,34.51596,,13.25306,33.06483,44.69334,,13.25306,34.59642,46.23936,,13.25333,29.80262,40.91357,,13.25306,32.544,44.06571,,13.25306,32.04886,43.90533,,13.25306,31.12912,42.23335,,13.25333,30.3453,43.41136,,13.25306,39.26408,51.77751,,13.39444,37.59179,50.18634
13.39444,23.80848,34.39794,,13.39472,32.97285,44.57417,,13.39444,34.62243,46.38761,,13.395,29.79538,40.67094,,13.39472,32.41283,43.94319,,13.39472,32.01753,44.00012,,13.39472,31.18121,42.19042,,13.39472,30.33565,43.53884,,13.39444,39.32786,51.77643,,13.53611,37.71176,50.25081
13.53611,23.81514,34.49295,,13.53639,32.94896,44.51645,,13.53639,34.56426,46.13436,,13.53667,29.62145,40.45952,,13.53639,32.45777,44.02687,,13.53639,31.81317,43.79735,,13.53611,31.24419,42.01989,,13.53639,30.37236,43.30845,,13.53639,39.14095,51.83207,,13.67806,37.61374,49.989
13.67806,23.73561,34.37305,,13.67778,32.80633,44.54031,,13.67806,34.48955,46.22205,,13.67861,29.67181,40.45456,,13.67806,32.42801,43.94725,,13.67806,31.82277,43.84267,,13.67806,31.16285,42.01841,,13.67806,30.37769,43.30945,,13.67806,39.20049,51.75248,,13.81944,37.73124,49.99768
13.81944,23.62014,34.27004,,13.81944,32.93854,44.36985,,13.81944,34.46657,46.25797,,13.82,29.50902,40.59993,,13.81944,32.39192,43.85749,,13.81972,31.8539,43.73168,,13.81972,31.07048,41.98798,,13.81972,30.27109,43.35634,,13.81972,39.12394,51.67122,,13.96111,37.51572,50.04625
13.96111,23.78679,34.31139,,13.96139,32.8307,44.44623,,13.96111,34.4096,46.07974,,13.96167,29.44989,40.59817,,13.96111,32.32508,43.79001,,13.96111,31.92803,43.61382,,13.96139,30.96208,41.96557,,13.96139,30.31999,43.50249,,13.96139,39.12285,51.77323,,14.1025,37.62245,49.95741
14.10278,23.64071,34.26416,,14.10306,32.91898,44.53389,,14.10278,34.51303,46.01144,,14.10306,29.54686,40.49179,,14.10278,32.34384,43.70027,,14.1025,31.65156,43.75182,,14.10278,31.07995,41.97144,,14.10278,30.31785,43.44789,,14.10278,39.15081,51.73685,,14.24444,37.52174,49.8812
14.24444,23.61369,34.28451,,14.24444,32.80075,44.32716,,14.24444,34.32057,45.83058,,14.24444,29.42078,40.44683,,14.24417,32.19021,43.63969,,14.24444,31.5642,43.51833,,14.24444,30.8743,41.76263,,14.24444,30.38658,43.1595,,14.24472,39.11425,51.74827,,14.38611,37.3383,49.92968
14.38611,23.60811,34.20107,,14.38639,32.77086,44.31137,,14.38583,34.38094,45.79276,,14.38611,29.26974,40.31237,,14.38583,32.17383,43.63136,,14.38639,31.70189,43.45777,,14.38583,30.80248,41.9295,,14.38611,30.2745,43.37709,,14.38611,39.15501,51.72007,,14.5275,37.35176,49.74742
14.52778,23.5076,34.10339,,14.52806,32.755,44.41562,,14.52778,34.3517,45.98825,,14.52778,29.12457,40.35629,,14.5275,32.07616,43.45503,,14.5275,31.51202,43.54924,,14.5275,30.78874,41.71041,,14.52806,30.3163,43.30173,,14.5275,39.15277,51.70871,,14.66944,37.39069,49.83549
14.66917,23.58059,34.12124,,14.66944,32.72425,44.21236,,14.66944,34.3576,46.0168,,14.66972,29.08501,40.44252,,14.66944,32.059,43.49305,,14.66944,31.39256,43.52135,,14.66917,30.61715,41.60014,,14.66917,30.29295,43.4121,,14.66917,39.09384,51.62813,,14.81111,37.33907,49.84204
14.81056,23.50812,34.03051,,14.81111,32.83759,44.12709,,14.81083,34.30043,45.73474,,14.81083,29.38884,40.31429,,14.81111,32.0738,43.45617,,14.81111,31.40476,43.57223,,14.81083,30.69014,41.67171,,14.81111,30.40955,43.26498,,14.81083,39.10272,51.76528,,14.95278,37.32454,49.70044
14.95222,23.47954,34.06938,,14.9525,32.67866,44.22604,,14.9525,34.19259,45.85997,,14.95278,28.9767,40.13309,,14.9525,31.92464,43.39999,,14.9525,31.35036,43.45422,,14.9525,30.57197,41.47053,,14.95278,30.28909,43.36235,,14.95222,39.09184,51.71881,,15.09389,37.24879,49.576
15.09389,23.45115,34.0397,,15.09444,32.76048,44.21404,,15.09417,34.18405,45.85925,,15.09444,29.11964,39.91072,,15.09417,31.96736,43.35991,,15.09389,31.40694,43.41545,,15.09389,30.56844,41.56279,,15.09417,30.33347,43.34796,,15.09389,39.03924,51.58602,,15.23556,37.19902,49.54845
15.23528,23.4356,33.94506,,15.23611,32.68141,44.1332,,15.23528,34.22777,45.64511,,15.23583,29.07371,40.09885,,15.23611,31.85099,43.29302,,15.23556,31.27973,43.19001,,15.23556,30.42388,41.39885,,15.23583,30.38678,43.19951,,15.23556,39.02645,51.76183,,15.37722,37.13141,49.64703
15.37694,23.5196,33.98744,,15.37722,32.58327,44.17944,,15.37694,34.11088,45.72441,,15.37778,29.02677,40.034,,15.3775,32.00181,43.32593,,15.37722,31.19682,43.32378,,15.37722,30.37275,41.35391,,15.3775,30.38776,43.1796,,15.3775,39.03759,51.77085,,15.51861,36.92071,49.58996
15.51889,23.49129,33.86155,,15.51889,32.60719,44.03982,,15.51861,34.09459,45.69451,,15.51944,29.10239,40.05974,,15.51889,31.87342,43.15857,,15.51889,31.25159,43.17114,,15.51889,30.4887,41.52643,,15.51917,30.2201,43.43047,,15.51889,39.08686,51.69258,,15.66056,36.83784,49.38578
15.66056,23.30359,33.89963,,15.66056,32.39936,43.97027,,15.66028,34.04353,45.70934,,15.66111,28.69689,40.06873,,15.66056,31.89431,43.18267,,15.66028,31.23149,43.07098,,15.66083,30.36424,41.1551,,15.66083,30.2386,43.27324,,15.66056,38.9777,51.64093,,15.8025,36.99818,49.49033
15.80194,23.28622,33.99675,,15.80194,32.42414,44.06715,,15.80194,34.01664,45.63645,,15.8025,29.1206,40.0154,,15.80222,31.71576,43.01703,,15.80194,31.16825,43.09858,,15.80194,30.18607,41.30121,,15.8025,30.23187,43.27563,,15.80222,38.98346,51.77423,,15.94389,36.90399,49.40947
15.94361,23.2009,33.83276,,15.94361,32.59861,43.9617,,15.94333,33.99596,45.51538,,15.94417,28.85289,40.01329,,15.94361,31.66246,43.05272,,15.94389,31.08171,43.0554,,15.94389,30.19959,41.10488,,15.94417,30.36258,43.38516,,15.94389,38.97461,51.72309,,16.08528,36.93729,49.18835
16.08556,23.1915,33.77725,,16.08528,32.44901,43.93857,,16.085,33.86884,45.48183,,16.08556,28.86271,39.83884,,16.08556,31.55084,43.01309,,16.08556,31.16414,43.10371,,16.08528,30.18015,41.11485,,16.08528,30.30232,43.25162,,16.08528,38.9559,51.50758,,16.22667,36.90356,49.31558
16.22694,23.21431,33.69423,,16.22722,32.47124,43.84657,,16.22667,34.02814,45.54823,,16.22722,28.84455,39.78698,,16.22722,31.6725,42.84883,,16.22667,31.19733,43.08586,,16.22694,30.16121,41.06169,,16.22694,30.25391,43.22855,,16.22722,38.84975,51.64255,,16.36861,36.94514,49.19963
16.36889,23.2122,33.69218,,16.36861,32.41515,43.80216,,16.36806,33.82531,45.54323,,16.36861,28.50882,39.92972,,16.36861,31.55615,43.05052,,16.36833,31.03258,42.81625,,16.36861,30.03748,41.0051,,16.36861,30.29483,43.19701,,16.36889,38.8438,51.51018,,16.51,36.85554,49.2012
16.51028,23.2161,33.79733,,16.51028,32.37878,43.93768,,16.50972,33.80367,45.47186,,16.51028,28.6827,39.9073,,16.51028,31.69498,43.00497,,16.51,30.94858,42.91505,,16.51,30.1647,40.99611,,16.51,30.28035,43.3775,,16.51056,38.96683,51.42406,,16.65167,36.8193,49.05476
16.65194,23.17343,33.50476,,16.65194,32.31339,43.79468,,16.65167,33.8618,45.34675,,16.65194,28.70393,39.55004,,16.65194,31.39619,42.82047,,16.65167,30.98517,42.77593,,16.65167,29.96213,40.88575,,16.65167,30.2438,43.35525,,16.65194,38.8474,51.45287,,16.79333,36.80096,49.12272
16.79361,23.16208,33.66189,,16.79389,32.46615,43.64955,,16.79333,33.92891,45.48713,,16.79361,28.49146,39.68948,,16.79361,31.48683,42.7922,,16.79333,31.22857,42.82382,,16.79333,30.00218,40.60765,,16.79333,30.24112,43.35702,,16.79361,38.83516,51.45308,,16.93472,36.68536,49.17525
16.93472,23.07187,33.69041,,16.93528,32.41692,43.74547,,16.93472,33.70319,45.37915,,16.93528,28.63522,39.69083,,16.935,31.28735,42.74677,,16.93472,30.85244,42.8759,,16.93472,29.8774,40.78208,,16.93528,30.3926,43.10386,,16.935,38.88192,51.44171,,17.07639,36.62522,49.01676
17.07639,23.02809,33.64544,,17.07694,32.24377,43.79327,,17.07639,33.74012,45.3105,,17.07667,28.69978,39.57962,,17.07667,31.39931,42.629,,17.07667,30.76155,42.59815,,17.07667,29.85554,40.77873,,17.07694,30.25502,43.40127,,17.07667,38.8961,51.39258,,17.21806,36.65998,49.04741
17.21806,23.06986,33.59126,,17.21833,32.19585,43.69512,,17.21806,33.83293,45.29435,,17.21833,28.68024,39.53797,,17.21806,31.49035,42.52648,,17.21833,31.57705,42.54102,,17.21806,29.81259,40.61842,,17.21833,30.23207,43.1888,,17.21833,38.86775,51.55296,,17.35972,36.66884,49.0906
17.35944,23.09759,33.59968,,17.35972,32.18201,43.83609,,17.35972,33.70441,45.33177,,17.36,28.55327,39.30651,,17.35972,31.32024,42.53626,,17.35972,30.93831,42.65412,,17.36,29.75864,40.7802,,17.36,30.20025,43.33797,,17.36,38.83777,51.38332,,17.50139,36.5908,48.8581
17.50139,23.01088,33.62357,,17.50139,32.12332,43.57587,,17.50139,33.69986,45.35017,,17.50139,28.38548,39.31534,,17.50139,31.27587,42.67897,,17.50167,30.65442,42.54393,,17.50139,29.7477,40.60868,,17.50167,30.24484,43.31881,,17.50167,38.82196,51.60446,,17.64333,36.51451,48.95648
17.78472,22.92777,33.34755,,17.64306,32.10563,43.48301,,17.64306,33.64486,45.18923,,17.64306,28.48257,39.42871,,17.64306,31.22137,42.59072,,17.64306,30.76041,42.5404,,17.64306,29.68079,40.56183,,17.64306,30.17166,43.30662,,17.64333,38.86112,51.4912,,17.78472,36.46185,48.87815
17.92611,22.95298,33.45735,,17.78472,32.03804,43.5541,,17.78472,33.50322,45.28892,,17.785,28.3377,39.56704,,17.78472,31.11504,42.59143,,17.78472,30.67916,42.52976,,17.78444,29.59014,40.43289,,17.78472,30.07866,43.298,,17.78472,38.88973,51.53525,,17.92639,36.41047,48.78944
18.06778,23.02481,33.32068,,17.92611,32.14787,43.34988,,17.92611,33.66642,45.16733,,17.92667,28.52125,39.42896,,17.92639,31.08742,42.31693,,17.92667,30.58498,42.61196,,17.92639,29.56796,40.55504,,17.92611,30.21714,43.29979,,17.92611,38.82257,51.48232,,18.06778,36.3688,48.7044
18.20917,22.84304,33.48209,,18.06778,32.20104,43.53568,,18.06778,33.6319,45.10824,,18.06833,28.34584,39.38855,,18.06806,31.17455,42.48783,,18.06806,30.46963,42.54216,,18.06833,29.53579,40.57068,,18.06778,30.17781,42.87792,,18.06778,38.8306,51.42637,,18.20944,36.49146,48.76388
18.35083,22.84179,33.47056,,18.20944,32.02873,43.46097,,18.20917,33.49515,45.04073,,18.20972,28.29139,39.3792,,18.20972,31.1465,42.31866,,18.20972,30.56947,42.4908,,18.20944,29.45514,40.57936,,18.20944,30.11488,43.2738,,18.20944,38.71943,51.36163,,18.35083,36.27246,48.73784
18.4925,22.92193,33.44031,,18.35139,31.93237,43.42886,,18.35111,33.49951,45.12376,,18.35167,28.11085,39.56719,,18.35139,31.08911,42.40548,,18.35139,30.64446,42.42628,,18.35139,28.89033,40.44401,,18.35111,30.24712,43.24383,,18.35111,38.70175,51.32752,,18.49278,36.27537,48.64052
18.63417,22.72618,33.35495,,18.4925,31.93002,43.45583,,18.49278,33.46333,44.99151,,18.49333,28.25837,39.02177,,18.49278,30.93078,42.25405,,18.49306,30.51288,42.36854,,18.49306,29.24504,40.55134,,18.49278,30.24521,43.11585,,18.4925,38.72311,51.34481,,18.63417,36.09615,48.5812
18.77583,22.8165,33.40273,,18.63444,31.99462,43.45069,,18.63444,33.41552,45.01305,,18.63472,28.25015,39.27177,,18.63444,31.00502,42.29608,,18.63472,30.56274,42.30194,,18.63472,29.35401,40.33123,,18.63444,30.20141,43.32161,,18.63417,38.96209,51.30062,,18.77583,36.11146,48.50411
18.91722,22.91343,33.25565,,18.77611,32.06585,43.39524,,18.77556,33.44572,45.00807,,18.77611,28.01765,39.07738,,18.77611,30.86109,42.14702,,18.77583,30.38345,42.13392,,18.77611,29.36774,40.2363,,18.77611,30.14714,43.14505,,18.77583,38.67575,51.26251,,18.9175,36.19857,48.56828
19.05917,22.71281,33.3092,,18.91778,31.95344,43.31609,,18.91722,33.44223,45.16344,,18.91778,27.99009,39.28588,,18.91806,30.89812,42.19271,,18.9175,30.38292,42.24042,,18.9175,29.24401,40.14776,,18.91778,30.11658,43.07499,,18.9175,38.71207,51.37338,,19.05889,35.98642,48.34922
19.20083,22.70507,33.11296,,19.05944,31.83723,43.11392,,19.05917,33.38119,44.93548,,19.05917,28.16914,39.1423,,19.05917,30.8952,42.08321,,19.05917,30.34498,42.28366,,19.05917,29.22855,39.97548,,19.05917,30.02587,43.61222,,19.05917,38.6855,51.33766,,19.20083,35.87133,48.28457
19.3425,22.69724,33.14332,,19.20111,31.77131,43.25128,,19.20056,33.34278,44.97456,,19.20083,27.70272,39.13719,,19.20111,30.82538,42.15772,,19.20083,30.36506,41.94889,,19.20083,29.21308,39.91242,,19.20111,30.21923,43.1064,,19.20083,38.66121,51.42966,,19.3425,35.80169,48.02665
19.48389,22.80905,33.15242,,19.34278,31.71956,43.24129,,19.34194,33.28839,44.84997,,19.3425,27.77044,38.96759,,19.34278,30.77178,42.09711,,19.34222,30.47459,42.09537,,19.34222,29.08831,39.93481,,19.34222,30.04656,43.11428,,19.3425,38.67058,51.32586,,19.48389,35.83164,48.15037
19.62583,22.69828,33.20453,,19.48389,31.81085,43.14912,,19.48361,33.30965,44.9823,,19.48417,28.07578,38.86528,,19.48444,30.71081,41.85354,,19.48389,30.30551,42.09769,,19.48389,29.03736,40.1852,,19.48389,30.18974,43.05546,,19.48444,38.61133,51.43829,,19.62583,35.60567,48.07809
19.76722,22.70724,33.11491,,19.62556,31.74106,43.23231,,19.62528,33.31182,44.87614,,19.62583,27.89818,38.95775,,19.62583,30.71734,42.09691,,19.62556,30.18881,42.04283,,19.62556,29.18923,39.83783,,19.62556,30.12629,43.16491,,19.62556,38.76528,51.30887,,19.76694,35.59893,48.03049
19.90889,22.59698,33.13104,,19.76722,31.8086,43.2036,,19.76694,33.27492,44.71434,,19.76722,27.81924,38.88248,,19.76722,30.6565,42.12296,,19.76694,30.31965,42.02848,,19.76722,29.06956,39.93507,,19.76722,30.1118,42.969,,19.7675,38.68337,51.15363,,19.90861,35.62045,48.13917
20.05028,22.65446,33.1415,,19.90889,31.74482,43.18052,,19.90833,33.18407,44.77337,,19.90917,27.69269,38.84517,,19.90917,30.71134,41.9739,,19.90889,30.34562,41.99799,,19.90889,28.98536,39.98998,,19.90861,30.14223,43.14193,,19.90917,38.65738,51.09292,,20.05028,35.68029,48.01895
20.19194,22.62177,33.00418,,20.05028,31.68555,43.0251,,20.05,33.13933,44.67979,,20.05111,27.69097,38.92406,,20.05056,30.61891,41.74565,,20.05056,29.6975,41.90638,,20.05028,28.8982,39.94337,,20.05028,30.18888,43.1876,,20.05028,38.58353,51.2841,,20.19194,35.53512,47.9509
20.33361,22.58591,33.09904,,20.19222,31.73236,43.16718,,20.19167,33.17254,44.73131,,20.19222,27.97912,38.82676,,20.19194,30.60176,41.8849,,20.19222,30.2737,41.87046,,20.19222,28.97268,39.89809,,20.19194,30.15498,42.95742,,20.19194,38.52852,51.23975,,20.33333,35.4126,47.98059
20.475,22.49517,33.12148,,20.33389,31.77453,43.04907,,20.33333,33.2478,44.63705,,20.33389,27.75832,38.73321,,20.33361,30.5114,41.88927,,20.33389,30.093,41.80401,,20.33389,28.81687,39.86869,,20.33361,30.01947,42.9377,,20.33361,38.57018,51.20894,,20.475,35.48705,47.98138
20.61667,22.49048,33.01188,,20.47528,31.61147,43.00803,,20.475,33.21687,44.61528,,20.47556,27.76599,38.834,,20.47528,30.51593,41.65556,,20.47528,30.07322,41.95382,,20.47528,28.92512,39.67517,,20.475,30.05412,42.97974,,20.475,38.60358,51.14954,,20.61694,35.44134,47.81853
20.75833,22.53675,33.13171,,20.61722,31.54887,43.04089,,20.61639,33.06512,44.58855,,20.61722,27.7342,38.66467,,20.61667,30.5118,41.74429,,20.61722,30.06663,41.67919,,20.61722,28.81224,39.67773,,20.61722,30.19641,43.06186,,20.61667,38.58028,51.13847,,20.75861,35.38032,47.73998
20.89972,22.51428,32.78074,,20.75861,31.6178,42.98928,,20.75806,33.09698,44.62184,,20.75861,27.5717,38.72267,,20.75861,30.58498,41.47353,,20.75861,30.22039,41.56833,,20.75889,28.78053,39.7826,,20.75833,30.0873,42.96593,,20.75833,38.55762,51.2507,,20.90028,35.30034,47.76172
21.04139,22.48036,32.93819,,20.90056,31.6317,42.81588,,20.89972,33.07725,44.58858,,20.90056,27.64794,38.69844,,20.9,30.54664,41.44572,,20.90028,29.91818,41.68465,,20.90028,28.75779,39.8185,,20.9,29.99059,43.12609,,20.90028,38.47504,51.07887,,21.04194,35.26888,47.67695
21.18333,22.56784,32.81938,,21.04194,31.59499,43.05041,,21.04139,33.06383,44.56143,,21.04194,27.53321,38.52464,,21.04167,30.43675,41.60269,,21.04194,29.79482,41.84541,,21.04167,28.5079,39.28883,,21.04194,30.02132,43.01049,,21.04194,38.53493,51.04165,,21.18306,35.26831,47.69215
21.325,22.41011,32.90411,,21.18361,31.62173,42.9262,,21.18306,32.95893,44.45552,,21.18333,27.99878,38.5793,,21.18333,30.2084,41.48424,,21.18333,30.04931,41.66029,,21.18333,28.49283,39.33267,,21.18333,29.91314,42.99039,,21.18306,38.5374,51.14393,,21.32472,35.28194,47.59298
21.46639,22.45849,32.97903,,21.325,31.4575,42.89802,,21.32472,33.01661,44.47462,,21.325,27.72787,38.43197,,21.325,30.06243,41.5119,,21.32528,29.99153,41.749,,21.32472,28.37682,39.2922,,21.325,30.11988,42.89706,,21.325,38.47334,51.13363,,21.46639,35.25291,47.45483
21.60806,22.51542,32.89965,,21.46639,31.43888,42.91753,,21.46667,33.018,44.4242,,21.46667,27.49728,38.46348,,21.46667,30.25277,41.44056,,21.46639,29.8448,41.60077,,21.46639,28.25999,39.44971,,21.46667,30.11929,43.0025,,21.46667,38.54606,50.94756,,21.60806,35.19593,47.57762
