TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],Coke_REF [w%],,TOS_REF_2[h],X_CH4_REF_2 [%],X_CO2_REF_2 [%],Coke_REF_2 [w%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],Coke_1Mn [w%],,TOS_1Mn_2 [h],X_CH4_1Mn_2 [%],X_CO2_1Mn_2 [%],Coke_1Mn_2 [w%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],Coke_0.5Mn [w%],,TOS_0.5Mn_2 [h],X_CH4_0.5Mn_2 [%],X_CO2_0.5Mn_2 [%],Coke_0.5Mn_2 [w%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],Coke_0.25Mn [w%],,TOS_0.25Mn_2 [h],X_CH4_0.25Mn_2 [%],X_CO2_0.25 Mn_2 [%],Coke_0.25Mn_2 [w%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],Coke_1Cr [w%],,TOS_1Cr_2 [h],X_CH4_1Cr_2 [%],X_CO2_1Cr_2 [%],Coke_1Cr_2 [w%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],Coke_0.5Cr [w%],,TOS-0.5Cr_2 [h],X_CH4_0.5Cr_2 [%],X_CO2_0.5Cr_2 [%],Coke_0.5Cr_2 [w%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],Coke_0.25Cr [w%],,TOS_0.25Cr_2 [h],X_CH4_0.25Cr_2 [%],X_CO2_0.25Cr_2 [%],Coke_0.25Cr_2 [w%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],Coke_1Fe [w%],,TOS_1Fe_2 [h],X_CH4_1Fe_2 [%],X_CO2_1Fe_2 [%],Coke_1Fe_2 [w%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],Coke_0.5Fe [w%],,TOS_0.5Fe_2 [h],X_CH4_0.5Fe_2 [%],X_CO2_0.5Fe_2 [%],Coke_0.5Fe_2 [w%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%],Coke_0.25Fe [w%],,TOS_0.25Fe_2 [h],X_CH4_0.25Fe_2 [%],X_CO2_0.25Fe_2 [%],Coke_0.25Fe_2 [w%]
14.81111,23.35795,34.70937,,,14.81083,22.4527,32.79785,,,14.81083,34.79019,46.44287,,,14.81083,27.3443,38.44339,,,14.81083,38.56048,50.76063,,,14.81139,34.80526,46.3029,,,14.81083,27.78225,38.25854,,,14.81139,28.32329,39.84055,,,14.81111,29.07211,39.78023,,,14.81111,29.5132,40.33604,,,14.81056,30.93063,41.87855,,,,,,,,14.81139,26.59412,37.25289,,,14.81083,31.53233,42.34196,,,14.81111,30.90923,43.96559,,,14.81083,26.90856,39.59521,,,14.81111,41.28054,53.89764,,,22.6625,35.21178,47.5337,,,14.81139,38.15258,50.51558,,,14.81028,39.85333,51.65275,
14.95278,23.405,34.7065,,,14.9525,22.17074,32.66353,,,14.9525,34.60872,46.54711,,,14.95222,27.37719,38.44513,,,14.95222,38.52078,50.67722,,,15.09444,34.5663,46.37064,,,14.9525,27.75815,38.14098,,,14.95306,28.29761,39.65153,,,14.95306,28.94854,39.80522,,,14.95278,29.54166,40.2169,,,14.95222,30.95289,41.718,,,,,,,,14.95278,26.59588,37.14504,,,14.95222,31.47477,42.43956,,,14.9525,30.86611,43.89588,,,14.9525,26.86009,39.55037,,,14.9525,41.06965,53.7808,,,22.80417,35.32966,47.52118,,,14.95278,38.14155,50.41823,,,14.95167,39.72302,51.69899,
15.09444,23.48828,34.61164,,,15.09389,22.63428,32.79145,,,15.09417,34.89546,46.39678,,,15.09389,27.34579,38.39744,,,15.09389,38.48023,50.76607,,,15.23583,34.77786,46.19085,,,15.09417,27.74328,38.14093,,,15.09444,28.1962,39.68256,,,15.09472,28.79146,39.64952,,,15.09444,29.37899,40.13053,,,15.09389,30.86654,41.87633,,,,,,,,15.09472,26.09683,37.30142,,,15.09389,31.44925,42.14776,,,15.09417,30.91481,43.98504,,,15.09444,26.92025,39.63336,,,15.09417,41.19824,53.88361,,,22.94611,35.18604,47.44551,,,15.09444,38.22682,50.44092,,,15.09361,39.75511,51.68025,
15.23583,23.49687,34.56626,,,15.23611,22.67106,32.79732,,,15.23583,34.77948,46.4178,,,15.23556,27.33935,38.23589,,,15.23556,38.5034,50.56212,,,15.37778,34.72086,46.1097,,,15.23583,27.62654,38.17068,,,15.23611,28.49602,39.423,,,15.23583,28.91663,39.58848,,,15.23556,29.39738,40.21449,,,15.23556,30.90622,41.88094,,,,,,,,15.23611,26.31715,37.10792,,,15.23556,31.34985,42.30584,,,15.23583,30.82566,43.80373,,,15.23611,26.93142,39.63498,,,15.23611,41.38609,53.94659,,,23.08778,35.30996,47.42349,,,15.23611,38.06077,50.22821,,,15.235,39.6706,51.41536,
15.3775,23.18985,34.46068,,,15.3775,22.43287,32.8089,,,15.37722,34.72118,46.40706,,,15.37667,27.23749,38.37368,,,15.3775,38.42401,50.58245,,,15.51889,34.72558,45.98348,,,15.3775,27.69387,38.00109,,,15.3775,28.16816,39.53231,,,15.3775,28.90857,39.73173,,,15.37722,29.28943,40.13512,,,15.37694,30.69302,41.77986,,,,,,,,15.3775,26.31115,37.00002,,,15.37722,31.27222,42.05868,,,15.37778,30.94061,43.99004,,,15.37722,26.88053,39.65286,,,15.37722,40.99779,53.97046,,,23.22917,35.24574,47.40971,,,15.3775,37.93657,50.21215,,,15.37667,39.65684,51.49555,
15.51917,23.34706,34.46152,,,15.51917,22.36833,32.61576,,,15.51889,34.59699,46.29942,,,15.51833,27.25612,38.21281,,,15.51861,38.36007,50.64403,,,15.66056,34.51625,46.16835,,,15.51889,27.6661,37.93605,,,15.51917,28.1786,39.5625,,,15.51889,28.76489,39.44571,,,15.51889,29.28001,40.07154,,,15.51889,30.72043,41.62266,,,,,,,,15.51917,26.32572,36.81036,,,15.51861,31.17117,42.14137,,,15.51944,30.8561,43.85058,,,15.51889,26.92206,39.5857,,,15.51917,41.3468,53.83028,,,23.37083,35.13199,47.52575,,,15.51917,38.00521,50.40235,,,15.51833,39.62064,51.55498,
15.66056,23.60485,34.38006,,,15.66083,22.57199,32.72843,,,15.66056,34.61095,46.17646,,,15.66,27.12515,38.19988,,,15.66028,38.33228,50.60292,,,15.80278,34.53482,46.15276,,,15.66056,27.56425,38.2059,,,15.66083,28.18849,39.38871,,,15.66056,28.71071,39.49151,,,15.66056,29.22888,39.92929,,,15.66028,30.7579,41.6108,,,,,,,,15.66083,26.26354,36.92652,,,15.66028,31.09363,42.12608,,,15.66111,30.81439,43.96773,,,15.66056,26.90173,39.52326,,,15.66056,41.2501,54.03251,,,23.5125,35.21025,47.37849,,,15.66083,37.93064,50.1408,,,15.66,39.57285,51.35732,
15.8025,23.51763,34.23579,,,15.80222,22.46061,32.57529,,,15.8025,34.65883,46.13742,,,15.80167,27.09138,38.20679,,,15.80194,38.2395,50.51668,,,15.94389,34.47333,46.07529,,,15.80194,27.52381,37.83829,,,15.8025,28.04245,39.4052,,,15.80222,28.6647,39.61291,,,15.80194,29.22781,40.07647,,,15.80194,30.76755,41.52649,,,,,,,,15.80222,26.20067,36.93281,,,15.80194,31.14353,41.91796,,,15.80222,30.71637,43.95103,,,15.80222,26.83065,39.4285,,,15.80222,40.95067,53.77745,,,23.65417,35.22131,47.59028,,,15.80222,37.97837,50.201,,,15.80139,39.57793,51.39824,
15.94417,23.32694,34.45644,,,15.94361,22.31305,32.83778,,,15.94389,34.58068,46.17416,,,15.94333,27.12598,37.99755,,,15.94361,38.30913,50.42003,,,16.08556,34.45431,46.06799,,,15.94361,27.4228,37.78234,,,15.94389,28.0022,39.32781,,,15.94389,28.71028,39.43476,,,15.94361,29.06502,40.02991,,,15.94333,30.66359,41.52483,,,,,,,,15.94389,26.18494,36.75025,,,15.94361,30.99796,41.99984,,,15.94389,30.60911,43.8637,,,15.94361,26.87051,39.44333,,,15.94361,41.17735,53.6924,,,23.79556,35.10722,47.4025,,,15.94389,37.78156,50.21162,,,15.94306,39.55177,51.26783,
16.08583,23.29883,34.43464,,,16.08528,22.27494,32.58556,,,16.08556,34.60017,46.20761,,,16.085,27.01581,38.06783,,,16.08528,38.28566,50.27498,,,16.22694,34.39463,46.027,,,16.08528,27.4514,37.69418,,,16.08583,28.00082,39.31998,,,16.08528,28.50997,39.42853,,,16.08556,29.13544,39.92985,,,16.08528,30.64334,41.41084,,,,,,,,16.08556,26.11236,36.86609,,,16.085,30.97904,41.80129,,,16.08556,30.80359,43.97464,,,16.08528,26.87309,39.6557,,,16.08556,40.96895,53.74948,,,23.93694,35.18465,47.18634,,,16.08583,37.90199,50.19279,,,16.08472,39.4419,51.20424,
16.2275,23.21035,34.28015,,,16.22694,22.22934,32.49076,,,16.22694,34.53115,46.09943,,,16.22667,26.95053,38.07514,,,16.22694,38.2486,50.2595,,,16.36889,34.27272,46.00104,,,16.22667,27.29558,37.59759,,,16.2275,28.02244,39.32685,,,16.22722,28.60665,39.49727,,,16.22694,29.07172,39.83331,,,16.22667,30.55945,41.36092,,,,,,,,16.22722,26.11602,36.83998,,,16.22694,30.98897,41.71692,,,16.22722,30.72669,44.00219,,,16.22694,26.80093,39.38201,,,16.22722,41.27191,53.81022,,,,,,,,16.2275,37.90273,50.28025,,,16.22639,39.50781,51.2851,
16.36889,23.13444,34.47026,,,16.36861,22.52678,32.44412,,,16.36861,34.38599,46.08241,,,16.36806,27.06711,38.05312,,,16.36861,38.11672,50.43836,,,16.51056,34.34797,45.89765,,,16.36833,27.41581,37.52492,,,16.36944,27.85875,39.39975,,,16.36889,28.60787,39.19904,,,16.36861,28.96376,39.93705,,,16.36833,30.54953,41.38468,,,,,,,,16.36861,25.9599,36.70365,,,16.36861,30.79639,41.66336,,,16.36861,30.76794,43.95718,,,16.36861,26.80657,39.61023,,,16.36889,41.09986,53.78719,,,,,,,,16.36889,37.92754,49.81573,,,16.36806,39.40671,51.1844,
16.65222,23.11118,34.16459,,,16.51028,22.33694,32.53939,,,16.51028,34.43816,46.16052,,,16.50972,26.94329,38.07774,,,16.51028,38.07648,50.45483,,,16.65194,34.17084,45.93917,,,16.51028,27.29487,37.64334,,,16.51083,27.57248,39.20292,,,16.51056,28.50363,39.32384,,,16.51028,28.99897,39.68789,,,16.51,30.5437,41.28661,,,,,,,,16.51028,25.9992,36.64377,,,16.51028,30.79725,41.44062,,,16.51028,30.82841,43.82749,,,16.51,26.83313,39.40339,,,16.51056,40.93014,53.61493,,,,,,,,16.51056,37.76103,49.95208,,,16.50972,39.33899,51.29513,
16.79361,23.05939,34.35791,,,16.65194,22.24032,32.69757,,,16.65222,34.3503,45.95918,,,16.65139,26.89226,37.95419,,,16.65194,38.06084,50.42301,,,16.79389,34.18743,45.8973,,,16.65194,27.25016,37.59772,,,16.6525,27.74505,39.01015,,,16.65194,28.39901,39.07292,,,16.65194,29.02682,39.69122,,,16.65139,30.41646,41.31773,,,,,,,,16.65194,25.97626,36.67182,,,16.65194,30.75971,41.36991,,,16.65194,30.79989,43.74081,,,16.65194,26.74339,39.42531,,,16.65194,40.98217,53.55532,,,,,,,,16.65222,37.70369,49.92606,,,16.65111,39.3845,51.2216,
16.93556,23.1006,34.28906,,,16.79361,22.25308,32.59526,,,16.79361,34.41459,46.02722,,,16.79306,26.92171,37.82793,,,16.79361,38.0288,50.29978,,,16.93556,34.26732,45.81853,,,16.79333,27.15714,37.53832,,,16.79417,27.73825,38.94941,,,16.79389,28.40163,39.07566,,,16.79361,28.95696,39.77362,,,16.79306,30.43202,41.23538,,,,,,,,16.79389,25.92918,36.52615,,,16.79361,30.59338,41.54785,,,16.79389,30.70615,43.79518,,,16.79361,26.72464,39.4441,,,16.79333,40.9991,53.84712,,,,,,,,16.79361,37.73033,50.08524,,,16.7925,39.36441,51.16891,
17.07667,23.21671,34.26455,,,16.93528,22.08851,32.3787,,,16.93528,34.33837,45.8964,,,16.93472,26.7849,37.93593,,,16.93472,38.1001,50.27733,,,17.07722,34.10771,45.66159,,,16.935,27.13779,37.49119,,,16.93556,27.59507,38.95799,,,16.93556,28.45054,39.00267,,,16.93528,28.91859,39.70146,,,16.93472,30.28858,41.10941,,,,,,,,16.93528,25.86308,36.40106,,,16.93528,30.66762,41.40613,,,16.93556,30.75646,43.77866,,,16.93528,26.85384,39.52964,,,16.93556,41.06746,53.57193,,,,,,,,16.93556,37.5078,50.07969,,,16.93417,39.25366,51.22099,
17.21833,23.05379,34.15168,,,17.07667,22.16856,32.41324,,,17.07694,34.3897,45.98775,,,17.07639,26.79062,37.92974,,,17.07639,38.05291,50.12943,,,17.21861,34.15515,45.66782,,,17.07639,27.11663,37.50465,,,17.07722,27.56222,38.93905,,,17.07722,28.37955,38.98083,,,17.07694,28.82524,39.65346,,,17.07639,30.34467,41.25247,,,,,,,,17.07667,25.46234,36.51916,,,17.07694,30.56735,41.35862,,,17.07694,30.70405,43.85507,,,17.07694,26.79252,39.47194,,,17.07667,41.25596,53.87734,,,,,,,,17.07722,37.63103,49.8322,,,17.07611,39.2137,51.2303,
17.36056,22.94015,34.10305,,,17.21833,22.19745,32.40706,,,17.21833,34.21099,45.85563,,,17.21806,26.72832,37.82831,,,17.21806,38.05888,50.21952,,,17.36,33.96861,45.71841,,,17.21806,27.0509,37.28419,,,17.21889,27.84931,38.83872,,,17.21861,28.28221,39.04479,,,17.21861,28.79828,39.66279,,,17.21806,30.29606,40.92178,,,,,,,,17.21861,26.05014,36.2785,,,17.21833,30.44258,41.19825,,,17.21889,30.75927,43.71872,,,17.21861,26.73839,39.36433,,,17.21861,40.9867,53.5193,,,,,,,,17.21861,37.53759,49.81463,,,17.21778,39.24556,51.03097,
17.50194,23.33365,34.1642,,,17.36028,22.12459,32.25271,,,17.35972,34.22817,45.97497,,,17.35944,26.71166,37.72983,,,17.35972,37.398,49.61433,,,17.50167,34.21477,45.68995,,,17.36,26.93193,37.34302,,,17.36028,27.59339,38.67182,,,17.36,28.13531,39.04329,,,17.36028,28.86327,39.52349,,,17.35972,30.17576,41.09567,,,,,,,,17.36028,25.7765,36.2749,,,17.35972,30.46837,41.25411,,,17.36,30.66318,43.85626,,,17.36028,26.77131,39.44104,,,17.36,40.96494,53.72792,,,,,,,,17.36,37.37676,49.71207,,,17.35944,39.18007,51.0521,
17.64333,22.94005,34.13103,,,17.50167,22.1298,32.39106,,,17.50167,34.16911,45.76585,,,17.50111,26.73109,37.69507,,,17.50111,37.31082,49.61111,,,17.64306,34.00363,45.61232,,,17.50139,26.95533,37.28114,,,17.50194,27.65663,38.949,,,17.50167,28.21619,39.11277,,,17.50139,28.6814,39.47473,,,17.50167,30.18877,41.0328,,,,,,,,17.50194,25.7375,36.32854,,,17.50139,30.38499,41.25661,,,17.50194,30.65763,43.85665,,,17.50167,26.74007,39.38795,,,17.50167,41.12272,53.48023,,,,,,,,17.50167,37.35123,49.8376,,,17.50111,39.08023,50.87978,
17.785,22.93148,34.24243,,,17.64306,22.16387,32.38299,,,17.64306,34.28317,45.74817,,,17.6425,26.63282,37.73363,,,17.64306,37.34592,49.42617,,,17.78472,33.9663,45.61144,,,17.64306,27.00695,37.50485,,,17.64333,27.70385,38.80296,,,17.64333,28.09682,38.99481,,,17.64306,28.65097,39.41041,,,17.64278,30.2048,41.07636,,,,,,,,17.64361,25.63103,36.47045,,,17.64278,30.33069,41.20656,,,17.64333,30.72536,43.79888,,,17.64306,26.78059,39.35526,,,17.64333,40.84715,53.70312,,,,,,,,17.64333,37.54832,49.84813,,,17.64278,39.03244,50.97447,
17.92694,22.70909,34.01251,,,17.78472,22.24725,32.38836,,,17.785,34.23982,45.78988,,,17.78417,26.64721,37.64384,,,17.78472,37.16723,49.4512,,,17.92639,34.02662,45.61219,,,17.785,26.93755,37.13685,,,17.78528,27.4797,38.68056,,,17.78472,28.08727,38.76144,,,17.78472,28.48127,39.66117,,,17.78444,30.03616,40.87985,,,,,,,,17.78528,25.45932,36.04349,,,17.78444,30.31941,41.1631,,,17.785,30.76437,43.69609,,,17.78472,26.72768,39.42303,,,17.78472,40.86248,53.84014,,,,,,,,17.785,37.36925,49.7431,,,17.78417,39.17904,50.82909,
18.06833,22.99322,34.09473,,,17.92639,22.07022,32.17567,,,17.92639,34.07456,45.7621,,,17.92583,26.60171,37.49604,,,17.92639,37.29309,49.41319,,,18.06806,34.03428,45.64873,,,17.92667,26.8778,37.29652,,,17.92667,27.61227,38.64749,,,17.92639,28.08212,38.65567,,,17.92611,28.63318,39.30491,,,17.92611,30.01083,41.05823,,,,,,,,17.92667,25.61048,36.26,,,17.92639,30.23929,40.90087,,,17.92639,30.75879,43.72815,,,17.92667,26.76256,39.259,,,17.92667,40.88885,53.92705,,,,,,,,17.92639,37.48213,49.63997,,,17.92583,39.10955,50.85862,
18.21,23.05283,33.88777,,,18.06778,22.07379,32.24351,,,18.06778,34.04916,45.68845,,,18.06722,26.51984,37.55609,,,18.06806,37.17068,49.30345,,,18.20944,33.97073,45.46138,,,18.06806,26.7711,37.09582,,,18.06833,27.45944,38.72376,,,18.06806,28.05186,38.61839,,,18.06778,28.61743,39.36522,,,18.06806,30.03833,40.8472,,,,,,,,18.06833,25.74658,36.07409,,,18.06778,30.23395,41.02561,,,18.06806,30.71596,43.67585,,,18.06806,26.7103,39.33987,,,18.06806,40.96588,53.82832,,,,,,,,18.06833,37.36174,49.78884,,,18.06722,38.99763,50.78786,
18.35139,22.83683,33.90246,,,18.20944,22.08732,32.17621,,,18.20944,34.15,45.59538,,,18.20889,26.56646,37.59613,,,18.20944,37.17279,49.23314,,,18.35139,34.10398,45.46203,,,18.20944,26.77227,37.01364,,,18.21028,27.4908,38.55205,,,18.20944,27.90893,38.62852,,,18.20944,28.53089,39.40608,,,18.20944,30.0285,40.67942,,,,,,,,18.21,25.3728,36.02105,,,18.20944,30.153,40.83326,,,18.20972,30.68762,43.84527,,,18.20944,26.79764,39.49219,,,18.20972,40.76619,53.59646,,,,,,,,18.21,37.33713,49.58046,,,18.20917,39.05245,50.73423,
18.49306,23.05314,34.01725,,,18.35111,21.83707,32.40377,,,18.35083,34.01112,45.64945,,,18.35083,26.64841,37.41519,,,18.35111,37.1188,49.37687,,,18.49306,33.79136,45.50038,,,18.35111,26.64922,37.08554,,,18.35167,27.37772,38.53515,,,18.35111,27.89538,38.74523,,,18.35139,28.5529,39.35678,,,18.35111,29.9266,40.74845,,,,,,,,18.35139,25.37768,35.96713,,,18.35139,30.11562,40.72403,,,18.35111,30.77264,43.71511,,,18.35111,26.76605,39.38828,,,18.35111,40.9379,53.50777,,,,,,,,18.35139,37.40394,49.63485,,,18.35028,38.99758,50.78379,
18.635,22.78409,34.10501,,,18.49278,21.95123,32.33341,,,18.4925,34.04583,45.62209,,,18.4925,26.52912,37.49587,,,18.49278,37.21894,49.17432,,,18.63444,33.306,44.89346,,,18.49278,26.71076,36.93567,,,18.49306,27.44332,38.29921,,,18.49306,28.03822,38.56167,,,18.4925,28.49235,39.40296,,,18.4925,29.94726,40.83715,,,,,,,,18.49306,25.32625,35.77132,,,18.49306,30.05361,40.65929,,,18.49306,30.77521,43.91,,,18.49278,26.63479,39.33023,,,18.49278,41.03806,53.4336,,,,,,,,18.49306,37.20267,49.61351,,,18.49194,38.87362,50.77622,
18.77667,22.79694,33.97167,,,18.63417,21.92166,32.29496,,,18.63417,34.00751,45.55498,,,18.63417,26.48534,37.41766,,,18.63417,37.01965,49.3115,,,18.77639,33.25527,44.86477,,,18.63417,26.66545,36.99351,,,18.63472,27.1976,38.49713,,,18.63472,27.83973,38.61432,,,18.63417,28.36155,39.0243,,,18.63417,29.93664,40.71711,,,,,,,,18.63444,25.00854,35.71828,,,18.63444,30.01354,40.75805,,,18.63472,30.66681,43.65883,,,18.63444,26.67821,39.36055,,,18.63444,40.9038,53.63987,,,,,,,,18.635,37.26037,49.58365,,,18.63361,38.89774,50.62582,
18.91806,22.84449,34.1309,,,18.77639,21.71406,32.22,,,18.77611,33.84682,45.61636,,,18.77583,26.45956,37.40454,,,18.77583,36.83113,48.93718,,,18.91806,33.1938,44.73737,,,18.77583,26.5966,36.74742,,,18.77611,27.06372,38.3045,,,18.77611,27.83163,38.55845,,,18.77611,28.42007,39.1435,,,18.77556,29.95513,40.7862,,,,,,,,18.77611,24.93295,35.55166,,,18.77611,30.05887,40.71617,,,18.77639,30.60644,43.73825,,,18.77583,26.69201,39.46422,,,18.77611,40.63152,53.45606,,,,,,,,18.77667,37.15378,49.60331,,,18.77528,38.7868,50.8562,
19.05972,22.77133,34.04562,,,18.9175,21.88891,32.21427,,,18.9175,33.93459,45.54626,,,18.9175,26.37919,37.3749,,,18.91778,36.71392,48.74803,,,19.05972,33.23156,44.6007,,,18.9175,26.61188,36.9088,,,18.91806,26.91794,38.16403,,,18.91778,27.3379,37.93839,,,18.91778,28.39843,39.08072,,,18.9175,29.87149,40.61933,,,,,,,,18.91778,24.64742,35.43711,,,18.9175,29.97014,40.64448,,,18.91778,30.68639,43.76409,,,18.9175,26.68429,39.33228,,,18.91778,40.91435,53.49982,,,,,,,,18.91806,37.09276,49.49136,,,18.91667,38.86205,50.71007,
19.20139,22.83614,33.99538,,,19.05917,21.73896,32.16748,,,19.05917,33.90176,45.59041,,,19.05861,26.39144,37.32776,,,19.05944,36.68475,48.87525,,,19.20111,33.23546,44.66508,,,19.05889,26.55976,36.8701,,,19.05972,27.12724,38.07562,,,19.05972,27.31183,37.89888,,,19.05917,27.87558,38.61944,,,19.05889,29.80599,40.68356,,,,,,,,19.05917,24.84685,35.64643,,,19.05889,29.85087,40.51312,,,19.05972,30.64462,43.68773,,,19.05944,26.69651,39.37248,,,19.05944,40.8165,53.37961,,,,,,,,19.05944,37.23373,49.50982,,,19.05833,38.82387,50.70501,
19.3425,22.84299,33.88209,,,19.20083,22.01114,32.32085,,,19.20083,33.80984,45.48793,,,19.20028,26.25169,37.31811,,,19.20083,36.64389,48.79681,,,19.3425,33.15938,44.6395,,,19.20056,26.43216,36.81942,,,19.20139,26.60202,38.06004,,,19.20139,27.25783,37.82738,,,19.3425,27.81558,38.47521,,,19.20083,29.76568,40.64235,,,,,,,,19.20111,24.72531,35.45297,,,19.20056,29.88645,40.74978,,,19.20139,30.62789,43.67588,,,19.20111,26.6035,39.55011,,,19.20083,40.6103,53.55469,,,,,,,,19.20111,37.17129,49.48577,,,19.2,38.88042,50.59949,
19.48417,22.75158,33.83905,,,19.34222,21.82589,32.21417,,,19.3425,33.79599,45.3658,,,19.34194,26.32331,37.37316,,,19.34222,36.66442,48.8624,,,19.48444,33.15948,44.5818,,,19.34222,26.55888,36.58733,,,19.34278,26.39708,37.6912,,,19.34278,27.07593,37.76351,,,19.48417,27.76761,38.43856,,,19.3425,29.72911,40.61609,,,,,,,,19.34278,24.61956,35.33872,,,19.34222,29.73269,40.50895,,,19.34306,30.56233,43.74768,,,19.3425,26.6231,39.35337,,,19.3425,40.79476,53.46549,,,,,,,,19.34278,37.15038,49.47858,,,19.34167,38.73187,50.58556,
19.62611,22.79814,33.68027,,,19.48417,21.85442,32.22139,,,19.48417,33.87879,45.49201,,,19.48389,26.33123,37.08371,,,19.48389,36.63741,48.60693,,,19.62611,33.19147,44.51171,,,19.48389,26.42825,36.64626,,,19.48444,26.65969,37.66722,,,19.48444,27.22869,37.64585,,,19.62556,27.7802,38.44354,,,19.48361,29.68341,40.48647,,,,,,,,19.48444,24.7454,35.36471,,,19.48389,29.77855,40.47908,,,19.48444,30.59834,43.8472,,,19.48417,26.67266,39.26566,,,19.48417,40.61594,53.2026,,,,,,,,19.48417,37.00038,49.52549,,,19.48333,38.70983,50.47525,
19.7675,22.85448,33.92154,,,19.62583,21.81082,31.9964,,,19.62556,33.82511,45.30357,,,19.625,26.32351,37.25354,,,19.62528,36.68754,48.5646,,,19.7675,33.08874,44.52005,,,19.62556,26.27075,36.59606,,,19.62639,26.68057,37.57585,,,19.62583,27.15235,37.75539,,,19.7675,27.84555,38.39099,,,19.62528,29.61643,40.38755,,,,,,,,19.62611,24.62276,35.30111,,,19.62528,29.70694,40.36863,,,19.62611,30.72477,43.62498,,,19.62611,26.61579,39.47453,,,19.62556,40.25379,52.9698,,,,,,,,19.62583,37.08465,49.28093,,,19.62472,38.622,50.55905,
19.90944,22.58926,33.79133,,,19.76722,21.62663,31.9158,,,19.7675,33.74019,45.42554,,,19.76667,26.20865,37.26841,,,19.76694,36.55976,48.60503,,,19.90944,33.04922,44.64257,,,19.76722,26.08877,36.38289,,,19.76778,26.64645,37.67413,,,19.76722,27.09407,37.62793,,,19.90889,27.75469,38.39457,,,19.76722,29.64693,40.42269,,,,,,,,19.7675,24.60446,35.37541,,,19.76694,29.66539,40.31784,,,19.76778,30.52324,43.74147,,,19.7675,26.54275,39.26657,,,19.76722,40.6251,52.87596,,,,,,,,19.7675,36.96386,49.1569,,,19.76667,38.60325,50.48053,
20.05083,22.74195,33.92841,,,19.90917,21.47013,31.94773,,,19.90861,33.86221,45.23141,,,19.90861,26.17965,37.10197,,,19.90861,36.59279,48.57646,,,20.05056,33.00886,44.52476,,,19.90889,26.07409,36.2441,,,19.90917,26.3702,37.69212,,,19.90889,27.13831,37.65459,,,20.05056,27.60697,38.48239,,,19.90889,29.62753,40.35291,,,,,,,,19.90917,24.52645,35.32584,,,19.90889,29.59863,40.1361,,,19.90944,30.6082,43.89891,,,19.90917,26.55712,39.32069,,,19.90917,40.46126,53.00463,,,,,,,,19.90917,37.0341,49.34787,,,19.90833,38.6067,50.56361,
20.19278,22.67913,33.81352,,,20.05083,21.69587,31.88294,,,20.05056,33.74013,45.08823,,,20.05,26.19801,37.10569,,,20.05028,36.55949,48.67272,,,20.19222,32.98565,44.40168,,,20.05028,25.96261,36.31239,,,20.05083,26.45281,37.76913,,,20.05056,27.06921,37.60967,,,20.19222,27.55714,38.25859,,,20.05028,29.4935,40.44531,,,,,,,,20.05083,24.7712,35.10141,,,20.05028,29.54431,40.10042,,,20.05056,30.69306,43.8372,,,20.05056,26.52888,39.47965,,,20.05056,40.27548,53.10433,,,,,,,,20.05083,36.93868,49.24861,,,20.04972,38.553,50.48236,
20.33389,22.57659,33.98954,,,20.1925,21.55125,31.88818,,,20.19222,33.87302,45.17399,,,20.19194,26.18161,37.04938,,,20.19194,36.46096,48.37845,,,20.33361,32.94576,44.56335,,,20.19194,26.06578,36.23001,,,20.1925,26.35492,37.32545,,,20.19222,26.99108,37.72691,,,20.33389,27.51128,38.26304,,,20.19222,29.56738,40.29585,,,,,,,,20.19278,24.53616,35.1194,,,20.19194,29.50387,40.22038,,,20.19222,30.62948,43.53719,,,20.19222,26.59523,39.29715,,,20.1925,40.27785,53.06182,,,,,,,,20.19222,36.86856,49.16852,,,20.19139,38.49728,50.43967,
20.47583,22.61953,33.64696,,,20.33361,21.5482,31.81826,,,20.33389,33.6828,45.15488,,,20.33361,26.10359,37.06726,,,20.33361,36.43442,48.30376,,,20.47556,32.98957,44.55512,,,20.33361,25.99667,36.24768,,,20.33389,26.28747,37.58107,,,20.33361,26.91426,37.85236,,,20.47556,27.51263,38.15115,,,20.33333,29.37422,40.53026,,,,,,,,20.33417,24.59101,35.05235,,,20.33333,29.51613,40.08673,,,20.33389,30.48794,43.71135,,,20.33361,26.53018,39.24857,,,20.33417,40.33356,53.03049,,,,,,,,20.33389,36.8305,49.2813,,,20.33333,38.45864,50.37598,
