Tipo,T [°C],TCD_signal [a.u.]
1Mn,527.29095,0.00909
1Mn,527.62372,0.00907
1Mn,527.95856,0.00907
1Mn,528.29962,0.00906
1Mn,528.65051,0.0091
1Mn,528.97729,0.00903
1Mn,529.29889,0.00902
1Mn,529.6449,0.00899
1Mn,529.98425,0.00895
1Mn,530.32397,0.00893
1Mn,530.65704,0.00893
1Mn,530.99048,0.00893
1Mn,531.32495,0.00893
1Mn,531.66113,0.00896
1Mn,531.98975,0.009
1Mn,532.32245,0.00902
1Mn,532.65588,0.00902
1Mn,532.99701,0.00903
1Mn,533.32971,0.00903
1Mn,533.67468,0.00897
1Mn,534.01196,0.00897
1Mn,534.37079,0.00899
1Mn,534.72339,0.00895
1Mn,535.05298,0.00895
1Mn,535.3819,0.00904
1Mn,535.71606,0.00892
1Mn,536.0509,0.00892
1Mn,536.38257,0.00886
1Mn,536.71741,0.00883
1Mn,537.04382,0.00885
1Mn,537.36719,0.00888
1Mn,537.71002,0.00888
1Mn,538.02881,0.00884
1Mn,538.3717,0.00881
1Mn,538.69464,0.00882
1Mn,539.03436,0.00886
1Mn,539.36609,0.00868
1Mn,539.7002,0.00874
1Mn,540.03503,0.00872
1Mn,540.36359,0.00876
1Mn,540.70258,0.00875
1Mn,541.0329,0.00871
1Mn,541.37085,0.00869
1Mn,541.7088,0.0087
1Mn,542.03564,0.00867
1Mn,542.375,0.00864
1Mn,542.7077,0.00872
1Mn,543.03137,0.00874
1Mn,543.3631,0.00875
1Mn,543.68433,0.00872
1Mn,544.02264,0.00876
1Mn,544.35748,0.00876
1Mn,544.69232,0.00875
1Mn,545.02155,0.00872
1Mn,545.35046,0.00873
1Mn,545.68182,0.00876
1Mn,546.01807,0.00874
1Mn,546.35706,0.00872
1Mn,546.68561,0.00864
1Mn,547.02045,0.00865
1Mn,547.36188,0.00859
1Mn,547.70123,0.00869
1Mn,548.03082,0.0087
1Mn,548.37195,0.00867
1Mn,548.71167,0.00869
1Mn,549.03149,0.00865
1Mn,549.36981,0.00868
1Mn,549.70569,0.00859
1Mn,550.04053,0.00861
1Mn,550.37708,0.00863
1Mn,550.70074,0.00859
1Mn,551.03491,0.0085
1Mn,551.36346,0.00862
1Mn,551.69617,0.00859
1Mn,552.03729,0.00852
1Mn,552.38049,0.00854
1Mn,552.71497,0.00845
1Mn,553.05743,0.00847
1Mn,553.38739,0.0084
1Mn,553.72534,0.00835
1Mn,554.04767,0.00827
1Mn,554.38037,0.00825
1Mn,554.71692,0.00831
1Mn,555.05493,0.0083
1Mn,555.38104,0.00825
1Mn,555.69702,0.00824
1Mn,556.03015,0.00824
1Mn,556.35803,0.00823
1Mn,556.69458,0.00831
1Mn,557.03357,0.00829
1Mn,557.37817,0.00824
1Mn,557.7085,0.00827
1Mn,558.02344,0.0082
1Mn,558.3457,0.00822
1Mn,558.67499,0.00817
1Mn,559.01465,0.00821
1Mn,559.34149,0.00805
1Mn,559.65857,0.00811
1Mn,559.99023,0.00805
1Mn,560.32959,0.00801
1Mn,560.66583,0.00801
1Mn,561.00342,0.00802
1Mn,561.33966,0.00806
1Mn,561.66785,0.00796
1Mn,562.00098,0.00797
1Mn,562.33929,0.00788
1Mn,562.68347,0.00795
1Mn,563.01971,0.00793
1Mn,563.34619,0.00787
1Mn,563.68103,0.00789
1Mn,564.01447,0.00794
1Mn,564.35242,0.00788
1Mn,564.68829,0.00791
1Mn,565.00745,0.0079
1Mn,565.33667,0.00792
1Mn,565.6698,0.00791
1Mn,565.99384,0.00791
1Mn,566.32654,0.00792
1Mn,566.65613,0.00786
1Mn,566.98505,0.0079
1Mn,567.31958,0.00791
1Mn,567.64917,0.00786
1Mn,568,0.00784
1Mn,568.3432,0.00779
1Mn,568.69232,0.00784
1Mn,569.03516,0.00781
1Mn,569.35846,0.00777
1Mn,569.7041,0.00777
1Mn,570.02777,0.00773
1Mn,570.35742,0.00776
1Mn,570.68073,0.00776
1Mn,571.01276,0.00769
1Mn,571.33606,0.00777
1Mn,571.67688,0.00773
1Mn,572.00537,0.00775
1Mn,572.34509,0.0077
1Mn,572.68134,0.00773
1Mn,572.99487,0.00772
1Mn,573.32135,0.00769
1Mn,573.6496,0.00772
1Mn,573.98267,0.00773
1Mn,574.30463,0.00766
1Mn,574.62341,0.00767
1Mn,574.95337,0.00767
1Mn,575.28748,0.00771
1Mn,575.62231,0.00764
1Mn,575.94739,0.00764
1Mn,576.25818,0.00759
1Mn,576.59442,0.00757
1Mn,576.92578,0.00758
1Mn,577.24939,0.00754
1Mn,577.58075,0.00757
1Mn,577.9093,0.00758
1Mn,578.24243,0.00758
1Mn,578.59326,0.0076
1Mn,578.93121,0.0077
1Mn,579.27197,0.00764
1Mn,579.60541,0.00761
1Mn,579.92877,0.00764
1Mn,580.25385,0.00758
1Mn,580.59595,0.00747
1Mn,580.91614,0.00748
1Mn,581.27191,0.0074
1Mn,581.61157,0.00741
1Mn,581.94818,0.00739
1Mn,582.27502,0.00733
1Mn,582.61609,0.00732
1Mn,582.9502,0.00731
1Mn,583.28052,0.00731
1Mn,583.61011,0.00729
1Mn,583.95435,0.00728
1Mn,584.28918,0.00726
1Mn,584.61597,0.00727
1Mn,584.94769,0.00725
1Mn,585.28705,0.00727
1Mn,585.61877,0.00726
1Mn,585.94659,0.00719
1Mn,586.29572,0.00718
1Mn,586.62744,0.00721
1Mn,586.95563,0.00718
1Mn,587.29321,0.00711
1Mn,587.63153,0.00704
1Mn,587.97266,0.00711
1Mn,588.30084,0.00715
1Mn,588.65833,0.00708
1Mn,588.98969,0.00701
1Mn,589.3078,0.00706
1Mn,589.63672,0.00699
1Mn,589.98096,0.00707
1Mn,590.30426,0.007
1Mn,590.64185,0.00704
1Mn,590.97809,0.00699
1Mn,591.30176,0.00706
1Mn,591.62061,0.00702
1Mn,591.95056,0.00702
1Mn,592.27527,0.00705
1Mn,592.60382,0.00703
1Mn,592.92676,0.00702
1Mn,593.26373,0.00699
1Mn,593.59192,0.00708
1Mn,593.9184,0.00698
1Mn,594.25006,0.00696
1Mn,594.58911,0.00705
1Mn,594.92041,0.007
1Mn,595.25873,0.00696
1Mn,595.58661,0.00692
1Mn,595.91064,0.00695
1Mn,596.23083,0.00691
1Mn,596.56879,0.00687
1Mn,596.88409,0.00682
1Mn,597.21509,0.00679
1Mn,597.55652,0.00682
1Mn,597.8736,0.00675
1Mn,598.20355,0.00678
1Mn,598.53772,0.00676
1Mn,598.86169,0.00669
1Mn,599.18469,0.00676
1Mn,599.50488,0.00678
1Mn,599.83484,0.0067
1Mn,600.15643,0.00671
1Mn,600.47565,0.00671
1Mn,600.8302,0.00671
1Mn,601.16064,0.00667
1Mn,601.48755,0.00669
1Mn,601.82458,0.00668
1Mn,602.16345,0.00672
1Mn,602.49561,0.00672
1Mn,602.82562,0.00675
1Mn,603.16412,0.00665
1Mn,603.48364,0.00673
1Mn,603.8316,0.00675
1Mn,604.16516,0.00667
1Mn,604.50397,0.00677
1Mn,604.83789,0.00672
1Mn,605.1778,0.0067
1Mn,605.53131,0.00672
1Mn,605.86804,0.00663
1Mn,606.20795,0.00666
1Mn,606.54639,0.00662
1Mn,606.88031,0.00664
1Mn,607.20898,0.00665
1Mn,607.56116,0.00666
1Mn,607.89923,0.00666
1Mn,608.24475,0.00669
1Mn,608.58148,0.00665
1Mn,608.91815,0.0067
1Mn,609.25177,0.0067
1Mn,609.599,0.00669
1Mn,609.94659,0.00664
1Mn,610.2868,0.00664
1Mn,610.62421,0.00665
1Mn,610.96552,0.00667
1Mn,611.28363,0.00661
1Mn,611.62842,0.00659
1Mn,611.96722,0.0066
1Mn,612.31482,0.00661
1Mn,612.66382,0.00661
1Mn,613.00513,0.0066
1Mn,613.34534,0.00657
1Mn,613.67609,0.00658
1Mn,614.0083,0.00657
1Mn,614.34674,0.00658
1Mn,614.68872,0.00654
1Mn,615.02686,0.00648
1Mn,615.35413,0.00654
1Mn,615.69293,0.00651
1Mn,616.0293,0.00653
1Mn,616.35687,0.00643
1Mn,616.6936,0.00648
1Mn,617.0321,0.00647
1Mn,617.37408,0.00655
1Mn,617.69849,0.00653
1Mn,618.03174,0.00654
1Mn,618.3653,0.00649
1Mn,618.70551,0.00648
1Mn,619.04297,0.00644
1Mn,619.37964,0.00643
1Mn,619.71326,0.00643
1Mn,620.05524,0.00649
1Mn,620.39508,0.00651
1Mn,620.72723,0.0065
1Mn,621.07867,0.00653
1Mn,621.40948,0.00653
1Mn,621.73322,0.00646
1Mn,622.07062,0.00648
1Mn,622.40698,0.00652
1Mn,622.74127,0.00645
1Mn,623.07587,0.00646
1Mn,623.40521,0.00648
1Mn,623.74512,0.00646
1Mn,624.08569,0.0064
1Mn,624.43396,0.00637
1Mn,624.7735,0.00642
1Mn,625.10779,0.00643
1Mn,625.44098,0.00647
1Mn,625.78784,0.0064
1Mn,626.12494,0.00646
1Mn,626.45709,0.00647
1Mn,626.79736,0.00634
1Mn,627.14355,0.00641
1Mn,627.47601,0.00641
1Mn,627.8208,0.00635
1Mn,628.16455,0.00636
1Mn,628.49774,0.00643
1Mn,628.85626,0.00631
1Mn,629.20557,0.00631
1Mn,629.55426,0.00632
1Mn,629.87201,0.00631
1Mn,630.21332,0.00625
1Mn,630.53772,0.00628
1Mn,630.88708,0.00627
1Mn,631.23083,0.00619
1Mn,631.57385,0.00624
1Mn,631.90601,0.00628
1Mn,632.24451,0.00621
1Mn,632.58154,0.00624
1Mn,632.90424,0.00621
1Mn,633.24622,0.00625
1Mn,633.58575,0.00621
1Mn,633.92108,0.00618
1Mn,634.26343,0.00615
1Mn,634.59558,0.00617
1Mn,634.93542,0.00616
1Mn,635.28058,0.00617
1Mn,635.60925,0.00612
1Mn,635.94141,0.00612
1Mn,636.27216,0.00613
1Mn,636.61871,0.00618
1Mn,636.97192,0.00616
1Mn,637.30896,0.00614
1Mn,637.64746,0.00616
1Mn,637.98279,0.00621
1Mn,638.32581,0.00617
1Mn,638.65936,0.00617
1Mn,638.99957,0.00613
1Mn,639.34015,0.00615
1Mn,639.66919,0.00617
1Mn,640.0108,0.00614
1Mn,640.35071,0.00614
1Mn,640.68811,0.0061
1Mn,641.02795,0.00608
1Mn,641.37976,0.00612
1Mn,641.72736,0.00614
1Mn,642.07428,0.00614
1Mn,642.4292,0.00607
1Mn,642.76282,0.00607
1Mn,643.11249,0.00602
1Mn,643.46887,0.00602
1Mn,643.80945,0.00602
1Mn,644.14966,0.00596
1Mn,644.49268,0.006
1Mn,644.81818,0.00596
1Mn,645.14441,0.00595
1Mn,645.48883,0.00591
1Mn,645.81995,0.00601
1Mn,646.1535,0.00593
1Mn,646.48566,0.00593
1Mn,646.81433,0.00593
1Mn,647.1626,0.0059
1Mn,647.50775,0.00584
1Mn,647.84479,0.0058
1Mn,648.19098,0.00586
1Mn,648.52844,0.00584
1Mn,648.85394,0.00584
1Mn,649.20044,0.00583
1Mn,649.53436,0.00583
1Mn,649.87427,0.00581
1Mn,650.20605,0.00586
1Mn,650.5498,0.00583
1Mn,650.89001,0.00588
1Mn,651.22394,0.00582
1Mn,651.56384,0.00587
1Mn,651.89105,0.00584
1Mn,652.22815,0.00587
1Mn,652.56134,0.00582
1Mn,652.89703,0.00579
1Mn,653.22601,0.00579
1Mn,653.58728,0.00587
1Mn,653.93982,0.00585
1Mn,654.2804,0.00579
1Mn,654.62518,0.00579
1Mn,654.95593,0.00581
1Mn,655.29932,0.00582
1Mn,655.63147,0.00585
1Mn,655.96362,0.00583
1Mn,656.2923,0.00586
1Mn,656.61951,0.00581
1Mn,656.95837,0.00584
1Mn,657.29681,0.00583
1Mn,657.62372,0.00578
1Mn,657.97205,0.00573
1Mn,658.29785,0.00582
1Mn,658.64093,0.00578
1Mn,658.98328,0.00577
1Mn,659.30872,0.00573
1Mn,659.64093,0.00578
1Mn,659.98395,0.00566
1Mn,660.31152,0.00577
1Mn,660.65002,0.00575
1Mn,660.98358,0.00568
1Mn,661.32343,0.00573
1Mn,661.65564,0.00573
1Mn,662.00708,0.00575
1Mn,662.35083,0.0058
1Mn,662.66681,0.00571
1Mn,663.00812,0.00577
1Mn,663.34869,0.00578
1Mn,663.69208,0.00582
1Mn,664.03546,0.00578
1Mn,664.37219,0.00578
1Mn,664.6994,0.00583
1Mn,665.03296,0.00576
1Mn,665.36829,0.00574
1Mn,665.71692,0.00573
1Mn,666.04211,0.00571
1Mn,666.38934,0.00578
1Mn,666.71661,0.00571
1Mn,667.05505,0.00578
1Mn,667.39038,0.00569
1Mn,667.74146,0.00571
1Mn,668.09503,0.00578
1Mn,668.43982,0.00579
1Mn,668.77551,0.00571
1Mn,669.1203,0.00583
1Mn,669.45874,0.00581
1Mn,669.78424,0.00579
1Mn,670.13116,0.00578
1Mn,670.45349,0.00572
1Mn,670.7951,0.00576
1Mn,671.12695,0.00577
1Mn,671.45801,0.00573
1Mn,671.79297,0.00567
1Mn,672.13184,0.00568
1Mn,672.46399,0.00567
1Mn,672.79089,0.00569
1Mn,673.13074,0.00567
1Mn,673.45483,0.00564
1Mn,673.79822,0.00561
1Mn,674.1402,0.00567
1Mn,674.48187,0.00565
1Mn,674.82837,0.00564
1Mn,675.16089,0.00564
1Mn,675.48151,0.00565
1Mn,675.82349,0.00563
1Mn,676.15247,0.00559
1Mn,676.49548,0.00564
1Mn,676.83752,0.00558
1Mn,677.18542,0.00566
1Mn,677.52777,0.00566
1Mn,677.8761,0.00559
1Mn,678.22858,0.0056
1Mn,678.5625,0.00554
1Mn,678.89111,0.00552
1Mn,679.22644,0.00552
1Mn,679.56384,0.00544
1Mn,679.89569,0.00546
1Mn,680.2345,0.00547
1Mn,680.56665,0.00541
1Mn,680.88202,0.00545
1Mn,681.21942,0.0054
1Mn,681.56458,0.00546
1Mn,681.90302,0.00535
1Mn,682.23657,0.0054
1Mn,682.58948,0.00536
1Mn,682.92023,0.00537
1Mn,683.26501,0.0053
1Mn,683.60065,0.00526
1Mn,683.94373,0.00535
1Mn,684.27271,0.0053
1Mn,684.62451,0.00527
1Mn,684.95282,0.00525
1Mn,685.2948,0.0053
1Mn,685.62555,0.00526
1Mn,685.97559,0.00525
1Mn,686.31897,0.00527
1Mn,686.65887,0.00526
1Mn,686.98468,0.00525
1Mn,687.32635,0.0052
1Mn,687.6792,0.00521
1Mn,688.01276,0.00522
1Mn,688.3407,0.00518
1Mn,688.67743,0.00524
1Mn,689.00153,0.00522
1Mn,689.33649,0.00524
1Mn,689.67004,0.00522
1Mn,690.02325,0.00516
1Mn,690.36383,0.00515
1Mn,690.7132,0.00514
1Mn,691.039,0.0052
1Mn,691.36664,0.00509
1Mn,691.69385,0.0051
1Mn,692.0271,0.0051
1Mn,692.36768,0.00515
1Mn,692.70581,0.00513
1Mn,693.04321,0.00514
1Mn,693.38342,0.00502
1Mn,693.71387,0.0051
1Mn,694.05023,0.005
1Mn,694.39709,0.00508
1Mn,694.73419,0.00506
1Mn,695.06635,0.00509
1Mn,695.40308,0.00507
1Mn,695.74292,0.00504
1Mn,696.07227,0.00508
1Mn,696.409,0.00505
1Mn,696.7608,0.0051
1Mn,697.09406,0.00516
1Mn,697.43323,0.00511
1Mn,697.7475,0.00513
1Mn,698.07086,0.00512
1Mn,698.39673,0.0051
1Mn,698.73376,0.00508
1Mn,699.06738,0.00504
1Mn,699.4093,0.00509
1Mn,699.74921,0.00505
1Mn,700.09314,0.00509
1Mn,700.4223,0.00505
1Mn,700.76648,0.00502
1Mn,701.11896,0.00496
1Mn,701.45453,0.00499
1Mn,701.81311,0.00497
1Mn,702.13617,0.00497
1Mn,702.47681,0.00498
1Mn,702.82385,0.0051
1Mn,703.16022,0.0051
1Mn,703.48901,0.00506
1Mn,703.83282,0.00505
1Mn,704.16882,0.00515
1Mn,704.51447,0.00508
1Mn,704.86224,0.00512
1Mn,705.20612,0.00516
1Mn,705.54993,0.00515
1Mn,705.89917,0.00505
1Mn,706.24017,0.00506
1Mn,706.58582,0.0051
1Mn,706.91998,0.0051
1Mn,707.25702,0.00504
1Mn,707.58691,0.00497
1Mn,707.93073,0.00499
1Mn,708.27606,0.00497
1Mn,708.62384,0.00491
1Mn,708.96478,0.0049
1Mn,709.31042,0.00485
1Mn,709.6579,0.00489
1Mn,710.00171,0.00484
1Mn,710.34558,0.00484
1Mn,710.67975,0.00485
1Mn,711.02362,0.00486
1Mn,711.36676,0.00489
1Mn,711.7074,0.0049
1Mn,712.04761,0.00485
1Mn,712.37714,0.00481
1Mn,712.71777,0.00486
1Mn,713.06165,0.00481
1Mn,713.39581,0.00479
1Mn,713.7486,0.00481
1Mn,714.08783,0.00481
1Mn,714.42523,0.00473
1Mn,714.76587,0.00484
1Mn,715.11292,0.0048
1Mn,715.44922,0.00478
1Mn,715.79132,0.00477
1Mn,716.12085,0.00484
1Mn,716.45105,0.00486
1Mn,716.79205,0.00489
1Mn,717.12769,0.00489
1Mn,717.44751,0.00492
1Mn,717.78314,0.00491
1Mn,718.12518,0.00485
1Mn,718.45648,0.00494
1Mn,718.79712,0.00493
1Mn,719.13812,0.00493
1Mn,719.492,0.00489
1Mn,719.81757,0.00484
1Mn,720.16534,0.00489
1Mn,720.51422,0.00483
1Mn,720.84015,0.00489
1Mn,721.17615,0.00476
1Mn,721.51172,0.00478
1Mn,721.84912,0.00475
1Mn,722.19299,0.00478
1Mn,722.51105,0.00479
1Mn,722.85632,0.00476
1Mn,723.18585,0.00473
1Mn,723.52936,0.00477
1Mn,723.86249,0.00479
1Mn,724.19989,0.00477
1Mn,724.53693,0.00484
1Mn,724.8761,0.00478
1Mn,725.20563,0.00481
1Mn,725.5448,0.00468
1Mn,725.8869,0.00468
1Mn,726.23792,0.00461
1Mn,726.57172,0.00467
1Mn,726.91589,0.00458
1Mn,727.258,0.00456
1Mn,727.58752,0.00456
1Mn,727.92169,0.00452
1Mn,728.25226,0.00464
1Mn,728.58325,0.00465
1Mn,728.91919,0.0046
1Mn,729.25195,0.00458
1Mn,729.6037,0.00461
1Mn,729.94464,0.00463
1Mn,730.29248,0.00465
1Mn,730.63092,0.00468
1Mn,730.98553,0.00466
1Mn,731.33759,0.00469
1Mn,731.6947,0.00469
1Mn,732.02887,0.00454
1Mn,732.35803,0.00461
1Mn,732.68756,0.00462
1Mn,733.01672,0.00456
1Mn,733.34912,0.00455
1Mn,733.70264,0.00458
1Mn,734.03363,0.00455
1Mn,734.35846,0.00456
1Mn,734.7052,0.0046
1Mn,735.05261,0.00456
1Mn,735.38361,0.00456
1Mn,735.70306,0.00457
1Mn,736.03186,0.0046
1Mn,736.37463,0.00469
1Mn,736.7085,0.00467
1Mn,737.04303,0.00468
1Mn,737.38184,0.00473
1Mn,737.72571,0.00465
1Mn,738.07172,0.00467
1Mn,738.3894,0.00466
1Mn,738.74146,0.00465
1Mn,739.07245,0.00457
1Mn,739.40808,0.0046
1Mn,739.73291,0.00459
1Mn,740.07678,0.00461
1Mn,740.41882,0.00463
1Mn,740.75195,0.00465
1Mn,741.0976,0.00465
1Mn,741.44928,0.00463
1Mn,741.79712,0.00454
1Mn,742.13416,0.00463
1Mn,742.46045,0.00461
1Mn,742.78925,0.00463
1Mn,743.12555,0.00465
1Mn,743.46118,0.00461
1Mn,743.81506,0.00461
1Mn,744.1593,0.00458
1Mn,744.49023,0.00451
1Mn,744.8208,0.00451
1Mn,745.15857,0.00447
1Mn,745.49097,0.00442
1Mn,745.83624,0.00443
1Mn,746.17865,0.00441
1Mn,746.51288,0.00441
1Mn,746.84558,0.00437
1Mn,747.17621,0.00443
1Mn,747.51215,0.00447
1Mn,747.84131,0.00445
1Mn,748.18591,0.00448
1Mn,748.51648,0.00448
1Mn,748.82416,0.00447
1Mn,749.10498,0.00448
1Mn,749.35138,0.00446
1Mn,749.55341,0.00435
1Mn,749.74072,0.00433
1Mn,749.89795,0.00432
1Mn,750.01978,0.00428
1Mn,750.11609,0.00424
1Mn,750.18701,0.00422
1Mn,750.24646,0.00412
1Mn,750.3009,0.00406
1Mn,750.31958,0.00404
1Mn,750.31775,0.00397
1Mn,750.33246,0.00395
1Mn,750.31812,0.00403
1Mn,750.30774,0.00398
1Mn,750.2959,0.00394
1Mn,750.28479,0.00392
1Mn,750.25183,0.00389
1Mn,750.23218,0.00386
1Mn,750.19061,0.00386
1Mn,750.17236,0.00377
1Mn,750.15228,0.00377
1Mn,750.12256,0.00372
1Mn,750.09137,0.00367
1Mn,750.06812,0.00366
1Mn,750.04163,0.0036
1Cr,199.93178,1.74E-04
1Cr,199.91809,2.50E-04
1Cr,199.91957,2.67E-04
1Cr,199.91588,3.08E-04
1Cr,199.89923,2.77E-04
1Cr,199.9059,2.38E-04
1Cr,199.90627,2.96E-04
1Cr,199.91588,2.12E-04
1Cr,199.89406,1.43E-04
1Cr,199.89554,2.03E-04
1Cr,199.92438,2.19E-04
1Cr,199.91957,1.74E-04
1Cr,199.92513,2.12E-04
1Cr,199.92957,2.77E-04
1Cr,199.9229,2.79E-04
1Cr,199.92142,3.27E-04
1Cr,199.92993,3.15E-04
1Cr,199.93806,2.98E-04
1Cr,199.94028,1.81E-04
1Cr,199.95877,8.82E-05
1Cr,199.96432,1.55E-04
1Cr,199.9743,1.26E-04
1Cr,199.96727,2.29E-04
1Cr,199.97282,1.36E-04
1Cr,199.96727,1.93E-04
1Cr,199.96727,1.43E-04
1Cr,199.95692,1.55E-04
1Cr,199.96765,2.03E-04
1Cr,199.95914,2.38E-04
1Cr,199.96394,1.74E-04
1Cr,199.96727,1.26E-04
1Cr,199.97578,1.43E-04
1Cr,199.97061,1.84E-04
1Cr,199.97282,2.19E-04
1Cr,199.96875,1.45E-04
1Cr,199.96432,2.19E-04
1Cr,199.978,2.67E-04
1Cr,199.98244,2.69E-04
1Cr,199.98132,2.29E-04
