TOS_30H2_CO2 [h],X_CH4_30H2_CO2 [%],X_CO2_30H2_CO2 [%],,TOS_4CO2 [h],X_CH4_4CO2 [%],X_CO2_4CO2 [%],,TOS_30CO2 [h],X_CH4_30CO2 [%],X_CO2_30CO2 [%],,TOS_60CO2 [h],X_CH4_60CO2 [%],X_CO2_60CO2 [%]
30.60611,36.88309,49.77547,,29.60639,28.20639,39.07183,,30.10611,9.13873,16.87303,,30.60611,10.03694,18.68137
30.74778,36.95125,49.63248,,29.74806,28.22771,38.81712,,30.24778,8.99124,16.92104,,30.7475,10.10536,18.96516
30.88889,36.8104,49.71364,,29.88972,28.07655,38.72887,,30.38917,9.14481,16.96124,,30.88917,10.17364,18.81243
31.03056,36.70269,49.67596,,30.03111,28.06787,38.7502,,30.53111,9.06237,17.08102,,31.03083,10.33772,18.91426
31.1725,36.65322,49.59752,,30.17278,28.11809,38.74596,,30.67222,9.14199,17.12714,,31.17278,10.39224,18.92615
31.31417,36.65825,49.44273,,30.31389,28.05043,38.506,,30.81389,9.16004,17.1685,,31.31417,10.50078,18.96267
31.45556,36.54519,49.38892,,30.45556,28.03254,38.64746,,30.95556,9.28364,17.23456,,31.45583,10.47072,19.02338
31.59722,36.55301,49.31288,,30.59722,28.00917,38.5918,,31.09694,9.27921,17.19647,,31.5975,10.4907,19.14065
31.73889,36.38594,49.23972,,30.73889,27.94304,38.52986,,31.23861,9.26468,17.39657,,31.73944,10.48408,19.16554
31.88083,36.34916,49.21119,,30.88056,27.95418,38.4221,,31.38028,9.22732,17.43895,,31.88056,10.46,19.15524
32.02194,36.39923,49.25057,,31.02222,27.83368,38.47218,,31.52222,9.17832,17.39765,,32.0225,10.48428,19.08936
32.16361,36.2898,49.09888,,31.16361,27.83485,38.66066,,31.66361,9.2263,17.42947,,32.16417,10.54253,19.35363
32.30556,36.22532,48.99851,,31.30528,27.82239,38.22763,,31.80528,9.24503,17.30506,,32.30528,10.53598,19.40915
32.44722,36.22631,49.09979,,31.44694,27.74992,38.22649,,31.94694,9.33015,17.48333,,32.44694,10.58902,19.25886
32.58861,36.13474,49.077,,31.58861,27.63988,38.25492,,32.08833,9.38992,17.47054,,32.58861,10.61633,19.32775
32.73028,36.10044,49.01958,,31.73028,27.74863,38.34044,,32.23,9.41589,17.68528,,32.73028,10.56456,19.53814
32.87167,35.96664,48.95021,,31.87167,27.63875,38.2997,,32.37167,9.4715,17.7669,,32.87167,10.69226,19.58459
33.01306,36.00729,48.87543,,32.01333,27.57982,38.11713,,32.51333,9.20784,17.72412,,33.01333,10.63,19.47544
33.15472,35.9165,48.77183,,32.155,27.49416,38.07305,,32.65472,9.40545,17.7416,,33.155,10.73436,19.55562
33.29639,35.78755,48.81839,,32.29667,27.63201,38.06488,,32.79639,9.46683,17.51655,,33.29667,10.7857,19.63537
33.43778,35.82728,48.72872,,32.43806,27.50176,37.98676,,32.93806,9.28808,17.76455,,33.43861,10.74408,19.56219
33.57972,35.82895,48.7633,,32.57972,27.45388,37.96947,,33.07972,9.5108,17.4691,,33.58028,10.78793,19.55092
33.72139,35.76844,48.65312,,32.72139,27.41882,37.95695,,33.22111,9.46125,17.55185,,33.72194,10.88738,19.71927
33.86306,35.6383,48.48348,,32.86306,27.43024,38.02557,,33.36278,9.60541,17.83883,,33.86361,10.75313,19.68223
34.00472,35.7477,48.59435,,33.00472,27.37894,37.8812,,33.50444,9.73454,17.8096,,34.00556,10.79479,19.78166
34.14611,35.57086,48.61094,,33.14639,27.38038,37.92799,,33.64611,9.56031,17.87705,,34.14694,10.82134,19.71058
34.28778,35.15994,48.56358,,33.28778,27.33533,37.72492,,33.7875,9.51758,17.76431,,34.28833,10.81295,19.73892
34.42944,35.5551,48.3877,,33.42944,27.31142,37.82074,,33.92917,9.67605,17.76859,,34.43,10.87892,19.89996
34.57056,35.34439,48.3478,,33.57111,27.22844,37.57734,,34.07083,9.52076,17.84238,,34.57167,10.92379,19.78604
34.71222,35.46603,48.31937,,33.71278,27.18411,37.65071,,34.2125,9.62693,17.67842,,34.71333,10.831,19.9477
34.85389,35.36166,48.33405,,33.85444,27.26045,37.7918,,34.35417,9.66723,17.81947,,34.855,10.92019,19.91843
34.99528,35.40236,48.35391,,33.99583,27.16425,37.64258,,34.49556,9.61724,17.79084,,34.99639,10.89113,19.89686
35.13694,35.27501,48.18771,,34.13778,27.15133,37.66115,,34.6375,9.58339,17.87856,,35.13806,11.04225,20.11235
35.27861,35.32178,48.09347,,34.27917,27.12704,37.62242,,34.77917,9.64851,17.85068,,35.27972,10.91192,19.95088
35.42056,35.29198,48.12534,,34.42083,27.08365,37.59852,,34.92056,9.62729,17.90909,,35.42139,10.97429,19.90709
35.56194,35.23059,47.93196,,34.5625,27.11893,37.48594,,35.06222,9.72141,17.94515,,35.56306,11.01408,20.02011
35.70361,35.2029,48.08528,,34.70417,27.10095,37.48877,,35.20361,9.74549,17.97277,,35.70472,10.86201,19.88863
35.84556,35.08534,48.05445,,34.84611,27.07874,37.58303,,35.34528,9.70186,18.04146,,35.84667,11.05023,20.06474
35.98722,35.0421,47.99227,,34.9875,27.04067,37.4732,,35.48667,9.75007,18.04143,,35.98778,11.02828,20.02059
36.12833,35.10058,47.87195,,35.12917,27.02377,37.49643,,35.62861,9.83802,18.0918,,36.12972,10.95138,20.31892
36.27028,34.93926,47.89357,,35.27083,26.96249,37.26335,,35.77028,9.70995,18.0773,,36.27083,11.05541,20.14778
36.41167,35.10479,47.70384,,35.4125,26.88327,37.48149,,35.91167,9.70264,18.00588,,36.4125,10.97783,20.10401
36.55361,34.84465,47.8762,,35.55361,26.85676,37.39056,,36.05333,9.76152,18.19251,,36.55417,11.0189,20.00586
36.695,34.82211,47.7387,,35.69528,26.95856,37.17479,,36.19528,9.79026,18.14666,,36.69583,11.12009,20.22076
36.83639,34.82538,47.77718,,35.83694,26.85665,37.25144,,36.33667,9.71701,18.08377,,36.8375,11.04527,20.099
36.97806,34.90924,47.74306,,35.97833,26.79551,37.34326,,36.47861,9.69227,18.03045,,36.97917,11.13289,20.25448
37.11944,34.76882,47.65456,,36.12,26.842,37.26474,,36.62,9.70181,18.18304,,37.12083,11.06136,20.27066
37.26111,34.79166,47.73276,,36.26167,26.80644,37.19482,,36.76139,9.66166,18.20705,,37.26278,11.02977,20.31662
37.40278,34.69402,47.74388,,36.40333,26.78425,37.17356,,36.90333,9.75103,18.21946,,37.40389,11.12886,20.18449
37.54444,34.73371,47.55145,,36.54472,26.75235,37.16811,,37.04472,9.71215,18.10591,,37.54583,11.10177,20.26505
37.68583,34.72299,47.48059,,36.68667,26.71606,37.2146,,37.18639,9.82691,18.32998,,37.6875,11.1004,20.20072
37.8275,34.65394,47.37836,,36.82833,26.75864,37.21734,,37.32806,9.83226,18.18282,,37.82917,11.14803,20.29387
37.96917,34.63703,47.43569,,36.97,26.78269,37.10378,,37.46972,9.82831,18.08031,,37.97028,11.16803,20.29364
38.11083,34.56258,47.3385,,37.11139,26.6467,37.02859,,37.61139,9.76888,18.15792,,38.11194,11.11243,20.28651
38.2525,34.58785,47.26711,,37.25333,26.6969,36.95092,,37.75278,9.86167,18.28879,,38.25361,11.17441,20.3952
38.39417,34.5064,47.41137,,37.395,26.63491,37.12424,,37.89417,9.70153,18.32362,,38.395,11.16628,20.34617
38.53583,34.42815,47.40586,,37.53639,26.55772,36.96747,,38.03611,9.83158,18.30006,,38.53667,11.24606,20.31843
38.67722,34.4003,47.3418,,37.67806,26.62149,36.98057,,38.17778,9.7282,18.08353,,38.67833,11.16393,20.45156
38.81889,34.42043,47.31339,,37.81944,26.53586,37.00221,,38.31944,9.91161,18.31022,,38.82028,11.14522,20.41726
38.96056,34.31429,47.22253,,37.96111,26.53041,36.91395,,38.46083,9.80539,18.27697,,38.96194,11.19693,20.57435
39.1025,34.29003,47.15959,,38.10278,26.501,36.97771,,38.60222,9.76003,18.18028,,39.10333,11.19571,20.44183
39.24389,34.32861,47.2287,,38.24444,26.43482,36.9309,,38.74389,9.93061,18.12466,,39.24472,11.19124,20.42128
39.38528,34.27279,47.17562,,38.38583,26.50096,36.83767,,38.88583,9.78887,18.34261,,39.38639,11.28642,20.32202
39.52694,34.17054,47.07908,,38.5275,26.52667,37.0367,,39.0275,9.74137,18.19409,,39.52806,11.25531,20.43387
39.66861,34.22991,47.12223,,38.66944,26.45021,36.95392,,39.16861,9.86118,18.32249,,39.66944,11.3336,20.49241
39.81,34.14245,46.94666,,38.81111,26.43668,36.67718,,39.31028,9.93306,18.29023,,39.81139,11.27928,20.23631
39.95167,34.17851,46.92527,,38.95278,26.44476,36.83053,,39.45194,9.86084,18.26979,,39.95306,11.25074,20.56547
40.09361,34.06484,47.05742,,39.09389,26.39722,36.76539,,39.59361,9.91034,18.42593,,40.09444,11.10859,20.46138
40.23528,34.12939,47.01075,,39.23556,26.417,36.8275,,39.87667,9.75815,18.55422,,40.23639,11.25321,20.4356
40.37667,34.04176,46.72298,,39.37722,26.2981,36.63124,,40.01833,9.81116,18.4101,,40.37778,11.28364,20.5109
40.51833,33.94402,46.93533,,39.51861,26.34289,36.78565,,40.16,9.91445,18.44757,,40.51944,11.30747,20.46688
40.66,33.93558,46.83285,,39.66028,26.4186,36.72302,,40.30167,9.85806,18.42146,,40.66111,11.28602,20.39188
40.80139,33.97589,46.88627,,39.80194,26.31559,36.70595,,40.44361,9.82738,18.40001,,40.80306,11.27457,20.45143
40.94333,33.8775,46.74691,,39.94361,26.30611,36.69382,,40.60139,9.92,18.33157,,40.94417,11.26306,20.4495
41.08444,33.92217,46.77475,,40.08556,26.24732,36.67173,,40.74333,9.85358,18.33686,,41.08611,11.3056,20.55567
41.22639,33.95637,46.83248,,40.22694,26.23819,36.68584,,40.88472,9.92596,18.52464,,41.22722,11.23089,20.51303
41.36778,33.84854,46.66096,,40.36889,26.35149,36.57396,,41.02639,9.821,18.14243,,41.36917,11.2602,20.57447
41.50944,33.73452,46.61928,,40.51028,26.23034,36.67884,,41.16806,9.94749,18.38513,,41.51056,11.314,20.44602
41.65111,33.73787,46.63251,,40.65167,26.17768,36.47078,,41.30944,9.93453,18.28715,,41.65222,11.26485,20.54957
41.79278,33.74079,46.56012,,40.79333,26.18791,36.63371,,41.45111,9.88451,18.36826,,41.79389,11.32162,20.57126
41.93444,33.64762,46.61995,,40.935,26.16664,36.66491,,41.59278,9.99864,18.45097,,41.93528,11.3789,20.47612
42.07583,33.77711,46.63214,,41.07694,26.16369,36.53984,,41.73472,10.01492,18.36142,,42.07694,11.27353,20.44726
42.2175,33.66206,46.49284,,41.21833,26.11528,36.61783,,41.87611,9.92661,18.3014,,42.21861,11.32872,20.48938
42.35917,33.67583,46.52296,,41.35972,26.18792,36.51709,,42.01778,9.83271,18.3303,,42.36028,11.36621,20.6446
42.50083,33.67409,46.52414,,41.50139,26.04912,36.41501,,42.15944,9.97555,18.40895,,42.50194,11.38224,20.54341
42.6425,33.62746,46.59193,,41.64306,26.1567,36.44549,,42.30139,10.00423,18.26026,,42.64333,11.3981,20.64754
42.78417,33.57573,46.43654,,41.78472,26.02784,36.49372,,42.44278,9.93119,18.48067,,42.785,11.32982,20.80142
42.92583,33.60354,46.4435,,41.92639,26.05582,36.30763,,42.58444,9.77029,17.96062,,42.92694,11.39556,20.64833
43.0675,33.46543,46.30622,,42.06778,26.07619,36.33286,,42.72611,9.67243,18.00904,,43.06833,11.39798,20.57666
43.20917,33.46502,46.34802,,42.20944,25.97469,36.36294,,42.8675,9.71162,18.18985,,43.21,11.34632,20.64069
43.35083,33.4504,46.38679,,42.35139,25.9953,36.37134,,43.00917,9.68116,17.77034,,43.35167,11.45344,20.7714
43.49222,33.36699,46.42658,,42.49306,25.99834,36.2469,,43.15056,9.67109,17.86007,,43.49361,11.3774,20.61639
43.63361,33.51691,46.15857,,42.63444,25.91366,36.16067,,43.29222,9.73783,18.26188,,43.63472,11.39912,20.63579
43.77528,33.43814,46.41989,,42.77583,25.97773,36.31043,,43.43361,9.81674,18.21562,,43.77667,11.41301,20.64333
43.91694,33.23097,46.29685,,42.9175,25.98837,36.43406,,43.57528,9.647,18.02311,,43.91833,11.37285,20.62357
44.05833,33.39136,46.11994,,43.05944,25.96298,36.2496,,43.71722,9.72757,17.98412,,44.05972,11.46771,20.48796
44.2,33.26502,46.22531,,43.20111,25.90678,36.17732,,43.85861,9.74661,17.94526,,44.20111,11.38859,20.60122
44.34194,33.36,46.24628,,43.3425,25.92493,36.1506,,44.00028,9.70713,18.12197,,44.34278,11.45624,20.56543
44.48361,33.24108,46.19249,,43.48417,25.92613,36.23168,,44.14222,9.66045,18.10596,,44.48472,11.43599,20.69664
44.625,33.25054,46.10016,,43.62556,25.94233,36.17725,,44.28361,9.70979,17.80862,,44.62611,11.38232,20.65006
44.76667,33.20937,46.06335,,43.76722,25.90931,36.16747,,44.42528,9.5267,17.75499,,44.7675,11.44178,20.58332
44.90833,33.30418,46.12857,,43.90861,25.83597,36.16279,,44.56694,9.69647,17.94962,,44.90917,11.30702,20.39333
45.05,33.20874,45.99071,,44.05028,25.82187,36.16896,,44.70833,9.69074,17.9757,,45.05083,11.36317,20.58775
45.19139,33.14372,46.0079,,44.19194,25.77789,36.14236,,44.84972,9.63514,18.0018,,45.1925,11.27679,20.7365
45.33306,33.01939,46.07104,,44.33361,25.82655,35.99523,,44.99139,9.70823,17.92365,,45.33417,11.47676,20.49657
45.47472,33.05645,45.9344,,44.47528,25.81769,36.18775,,45.13306,9.77399,18.14658,,45.47583,11.39079,20.49189
45.61639,33.04105,45.9039,,44.61667,25.76016,36.1925,,45.27472,9.75372,18.21929,,45.61722,11.35737,20.65684
45.75806,33.10591,45.86619,,44.75833,25.72846,36.02233,,45.41639,9.72758,18.05364,,45.75889,11.44869,20.51691
45.89944,32.93362,45.90731,,44.90028,25.70349,36.06972,,45.55806,9.8433,18.0424,,45.90056,11.42802,20.68859
46.04083,32.96131,45.91755,,45.04194,25.78728,36.04453,,45.69972,9.66453,17.9924,,46.04222,11.43156,20.96767
46.18278,33.01797,45.94517,,45.18361,25.8181,35.95056,,45.84139,9.82675,17.78611,,46.18389,11.46339,20.62547
46.32444,32.91476,45.84797,,45.325,25.69029,36.02986,,45.9825,9.75178,18.08665,,46.32528,11.42022,20.61703
46.46611,32.91391,45.61841,,45.46667,25.62689,35.80551,,46.12444,9.71885,18.12931,,46.46694,11.40575,20.71239
46.6075,32.91789,45.79007,,45.60806,25.66789,35.98947,,46.26611,9.91281,18.0047,,46.60861,11.49767,20.84273
46.74944,32.84722,45.65681,,45.75,25.65427,36.01832,,46.40778,9.71503,17.92675,,46.75,11.46406,20.80929
46.89111,32.89592,45.67311,,45.89167,25.64788,35.85298,,46.54944,9.74819,17.90691,,46.89167,11.45181,20.85318
47.03278,32.85767,45.76421,,46.03333,25.60921,35.9071,,46.69083,9.78764,18.21613,,47.03361,11.49581,20.60866
47.17417,32.83462,45.64209,,46.17472,25.63073,35.83028,,46.8325,9.75134,18.09279,,47.17528,11.53699,20.75024
47.31556,32.73332,45.50382,,46.31611,25.68274,35.7914,,46.97444,9.81676,17.86139,,47.31667,11.56305,20.72718
47.45722,32.72619,45.58452,,46.45778,25.69932,35.83607,,47.11556,9.76691,18.24234,,47.45833,11.59849,20.75851
47.59861,32.7408,45.71296,,46.59917,25.69965,35.84838,,47.25722,9.93453,17.94106,,47.60028,11.57055,20.85314
47.74028,32.68396,45.62755,,46.74083,25.63124,35.94773,,47.39917,9.65523,17.99148,,47.74167,11.43132,20.64886
47.88194,32.66909,45.50052,,46.88278,25.48422,35.78067,,47.54056,9.78472,18.00655,,47.88306,11.61411,20.76025
48.02361,32.64834,45.48897,,47.02444,25.46189,35.73293,,47.68194,9.83583,18.17667,,48.02472,11.47394,20.69564
48.16528,32.612,45.5607,,47.16556,25.565,35.71516,,47.82417,9.78836,18.04646,,48.16639,11.5011,20.79331
48.30694,32.5343,45.50855,,47.3075,25.61831,35.73402,,47.96528,9.77989,18.06637,,48.30778,11.4499,20.54935
48.44861,32.58441,45.4566,,47.44917,25.5243,35.99155,,48.10722,9.89543,18.13756,,48.44944,11.47802,20.76566
48.59056,32.54842,45.59,,47.59056,25.50168,35.65202,,48.24889,9.77771,18.12588,,48.59111,11.42899,20.5965
48.73194,32.61002,45.5202,,47.73222,25.5565,35.81513,,48.39028,9.70136,18.14737,,48.73278,11.44204,20.87713
48.87361,32.63586,45.59139,,47.87389,25.46031,35.79943,,,,,,48.87417,11.41993,20.79312
