Tipo,TOS [h],X_CH4 [%],X_CO2 [%]
0.25Mn,5.18139,32.87065,43.38799
0.25Mn,5.32306,32.68026,43.32204
0.25Mn,5.46444,32.58852,43.33188
0.25Mn,5.60639,32.47268,43.06518
0.25Mn,5.74806,32.33912,42.86055
0.25Mn,5.88944,32.28445,42.79014
0.25Mn,6.03083,31.9827,43.0541
0.25Mn,6.1725,32.01131,42.74856
0.25Mn,6.31417,31.89235,42.59987
0.25Mn,6.45556,31.82686,42.67876
0.25Mn,6.59722,31.89476,42.24673
0.25Mn,6.73917,31.57344,42.28335
0.25Mn,6.88083,31.61768,42.21437
0.25Mn,7.02222,31.45136,42.14806
0.25Mn,7.16417,31.31462,42.00905
0.25Mn,7.30583,31.26804,42.06188
0.25Mn,7.4475,31.19695,41.85128
0.25Mn,7.58861,31.10713,41.88978
0.25Mn,7.73028,31.05851,41.78707
0.25Mn,7.87194,31.04579,41.66495
0.25Mn,8.01333,30.98601,41.51969
0.25Mn,8.155,30.91735,41.49855
0.25Mn,8.29667,30.77608,41.38715
0.25Mn,8.43806,30.75057,41.2705
0.25Mn,8.58,30.68207,41.31666
0.25Mn,8.72167,30.74085,41.18314
0.25Mn,8.86333,30.55185,41.03001
0.25Mn,9.005,30.54928,40.97101
0.25Mn,9.14667,30.44489,40.83923
0.25Mn,9.28806,30.30852,40.73019
0.25Mn,9.43,30.29005,40.86376
0.25Mn,9.57167,30.2119,40.63458
0.25Mn,9.71306,30.11134,40.44268
0.25Mn,9.85472,29.99773,40.41955
0.25Mn,9.99611,29.9652,40.4132
0.25Mn,10.1375,29.86952,40.2479
0.25Mn,10.27917,29.76057,40.17506
0.25Mn,10.42111,29.61079,40.32237
0.25Mn,10.5625,29.56971,40.0182
0.25Mn,10.70417,29.46939,40.00951
0.25Mn,10.84556,29.51584,39.78407
0.25Mn,10.98722,29.37528,39.75537
0.25Mn,11.12889,29.21792,39.8517
0.25Mn,11.27028,29.19057,39.79565
0.25Mn,11.41222,29.11888,39.71727
0.25Mn,11.55389,29.05216,39.59231
0.25Mn,11.69556,29.06953,39.66743
0.25Mn,11.83722,28.984,39.52456
0.25Mn,11.97889,28.99576,39.37398
0.25Mn,12.12056,28.82899,39.40871
0.25Mn,12.26194,28.82528,39.32501
0.25Mn,12.40389,28.75546,39.28164
0.25Mn,12.54528,28.71526,39.27009
0.25Mn,12.68694,28.64691,38.96567
