Tipo,TOS_30H2_CO2 [h],X_CH4_30H2_CO2 [%],X_CO2_30H2_CO2 [%]
60CO2_C2,33.86361,10.75313,19.68223
60CO2_C2,34.00556,10.79479,19.78166
60CO2_C2,34.14694,10.82134,19.71058
60CO2_C2,34.28833,10.81295,19.73892
60CO2_C2,34.43,10.87892,19.89996
60CO2_C2,34.57167,10.92379,19.78604
60CO2_C2,34.71333,10.831,19.9477
60CO2_C2,34.855,10.92019,19.91843
60CO2_C2,34.99639,10.89113,19.89686
60CO2_C2,35.13806,11.04225,20.11235
60CO2_C2,35.27972,10.91192,19.95088
60CO2_C2,35.42139,10.97429,19.90709
60CO2_C2,35.56306,11.01408,20.02011
60CO2_C2,35.70472,10.86201,19.88863
60CO2_C2,35.84667,11.05023,20.06474
60CO2_C2,35.98778,11.02828,20.02059
60CO2_C2,36.12972,10.95138,20.31892
60CO2_C2,36.27083,11.05541,20.14778
60CO2_C2,36.4125,10.97783,20.10401
60CO2_C2,36.55417,11.0189,20.00586
60CO2_C2,36.69583,11.12009,20.22076
60CO2_C2,36.8375,11.04527,20.099
60CO2_C2,36.97917,11.13289,20.25448
60CO2_C2,37.12083,11.06136,20.27066
60CO2_C2,37.26278,11.02977,20.31662
60CO2_C2,37.40389,11.12886,20.18449
60CO2_C2,37.54583,11.10177,20.26505
60CO2_C2,37.6875,11.1004,20.20072
60CO2_C2,37.82917,11.14803,20.29387
60CO2_C2,37.97028,11.16803,20.29364
60CO2_C2,38.11194,11.11243,20.28651
60CO2_C2,38.25361,11.17441,20.3952
60CO2_C2,38.395,11.16628,20.34617
60CO2_C2,38.53667,11.24606,20.31843
60CO2_C2,38.67833,11.16393,20.45156
60CO2_C2,38.82028,11.14522,20.41726
60CO2_C2,38.96194,11.19693,20.57435
60CO2_C2,39.10333,11.19571,20.44183
60CO2_C2,39.24472,11.19124,20.42128
60CO2_C2,39.38639,11.28642,20.32202
60CO2_C2,39.52806,11.25531,20.43387
60CO2_C2,39.66944,11.3336,20.49241
60CO2_C2,39.81139,11.27928,20.23631
60CO2_C2,39.95306,11.25074,20.56547
60CO2_C2,40.09444,11.10859,20.46138
60CO2_C2,40.23639,11.25321,20.4356
60CO2_C2,40.37778,11.28364,20.5109
60CO2_C2,40.51944,11.30747,20.46688
60CO2_C2,40.66111,11.28602,20.39188
60CO2_C2,40.80306,11.27457,20.45143
60CO2_C2,40.94417,11.26306,20.4495
60CO2_C2,41.08611,11.3056,20.55567
60CO2_C2,41.22722,11.23089,20.51303
60CO2_C2,41.36917,11.2602,20.57447
60CO2_C2,41.51056,11.314,20.44602
60CO2_C2,41.65222,11.26485,20.54957
60CO2_C2,41.79389,11.32162,20.57126
60CO2_C2,41.93528,11.3789,20.47612
60CO2_C2,42.07694,11.27353,20.44726
60CO2_C2,42.21861,11.32872,20.48938
60CO2_C2,42.36028,11.36621,20.6446
60CO2_C2,42.50194,11.38224,20.54341
60CO2_C2,42.64333,11.3981,20.64754
60CO2_C2,42.785,11.32982,20.80142
60CO2_C2,42.92694,11.39556,20.64833
60CO2_C2,43.06833,11.39798,20.57666
60CO2_C2,43.21,11.34632,20.64069
60CO2_C2,43.35167,11.45344,20.7714
60CO2_C2,43.49361,11.3774,20.61639
60CO2_C2,43.63472,11.39912,20.63579
60CO2_C2,43.77667,11.41301,20.64333
60CO2_C2,43.91833,11.37285,20.62357
60CO2_C2,44.05972,11.46771,20.48796
60CO2_C2,44.20111,11.38859,20.60122
60CO2_C2,44.34278,11.45624,20.56543
60CO2_C2,44.48472,11.43599,20.69664
60CO2_C2,44.62611,11.38232,20.65006
60CO2_C2,44.7675,11.44178,20.58332
60CO2_C2,44.90917,11.30702,20.39333
60CO2_C2,45.05083,11.36317,20.58775
60CO2_C2,45.1925,11.27679,20.7365
60CO2_C2,45.33417,11.47676,20.49657
60CO2_C2,45.47583,11.39079,20.49189
60CO2_C2,45.61722,11.35737,20.65684
60CO2_C2,45.75889,11.44869,20.51691
60CO2_C2,45.90056,11.42802,20.68859
60CO2_C2,46.04222,11.43156,20.96767
60CO2_C2,46.18389,11.46339,20.62547
60CO2_C2,46.32528,11.42022,20.61703
60CO2_C2,46.46694,11.40575,20.71239
60CO2_C2,46.60861,11.49767,20.84273
60CO2_C2,46.75,11.46406,20.80929
60CO2_C2,46.89167,11.45181,20.85318
60CO2_C2,47.03361,11.49581,20.60866
60CO2_C2,47.17528,11.53699,20.75024
60CO2_C2,47.31667,11.56305,20.72718
60CO2_C2,47.45833,11.59849,20.75851
60CO2_C2,47.60028,11.57055,20.85314
60CO2_C2,47.74167,11.43132,20.64886
60CO2_C2,47.88306,11.61411,20.76025
60CO2_C2,48.02472,11.47394,20.69564
60CO2_C2,48.16639,11.5011,20.79331
60CO2_C2,48.30778,11.4499,20.54935
60CO2_C2,48.44944,11.47802,20.76566
60CO2_C2,48.59111,11.42899,20.5965
60CO2_C2,48.73278,11.44204,20.87713
60CO2_C2,48.87417,11.41993,20.79312
